School_ID;Student_ID;Attendance;Tutoring_Sessions;Teacher_Quality;School_Type;Distance_from_Home;Previous_Scores;Exam_Score
3145;3145;76;0;Medium;Private;Moderate;93;68
3146;3146;94;1;High;Public;Far;86;70
3147;3147;96;1;High;Public;Near;77;71
3148;3148;80;2;High;Private;Near;98;71
3149;3149;84;2;Medium;Public;Near;97;68
3150;3150;88;2;Medium;Public;Near;95;70
3151;3151;93;1;Medium;Public;Moderate;60;70
3152;3152;65;0;High;Private;Moderate;60;62
3153;3153;92;3;Medium;Public;Near;95;67
3154;3154;79;3;Medium;Public;Near;70;68
3155;3155;78;1;Medium;Public;Near;90;68
3156;3156;77;2;High;Private;Far;84;64
3157;3157;80;1;High;Public;Near;88;68
3158;3158;98;0;Medium;Public;Near;51;69
3159;3159;82;1;High;Public;Near;71;70
3160;3160;98;4;Medium;Public;Near;93;73
3161;3161;67;1;High;Public;Moderate;74;66
3162;3162;89;0;Medium;Public;Moderate;85;68
3163;3163;92;1;Medium;Public;Near;88;68
3164;3164;87;2;High;Private;Moderate;56;65
3165;3165;84;2;Low;Public;Near;58;66
3166;3166;83;0;Medium;Public;Far;86;62
3167;3167;94;3;High;Private;Near;53;67
3168;3168;93;1;High;Public;Near;67;73
3169;3169;65;2;High;Private;Near;96;65
3170;3170;94;2;Medium;Private;Near;79;70
3171;3171;77;3;Medium;Public;Near;96;68
3172;3172;70;3;Low;Private;Moderate;65;67
3173;3173;95;2;Medium;Public;Moderate;82;66
3174;3174;77;3;Medium;Public;Near;64;65
3175;3175;92;1;Medium;Public;Moderate;56;66
3176;3176;71;2;Low;Public;Near;100;66
3177;3177;60;2;Medium;Public;Moderate;59;60
3178;3178;80;0;High;Public;Near;59;66
3179;3179;64;2;High;Private;Moderate;92;68
3180;3180;90;3;Medium;Public;Near;90;72
3181;3181;71;1;Medium;Public;Near;99;68
3182;3182;78;0;Medium;Public;Near;54;67
3183;3183;63;0;Low;Public;Near;55;62
3184;3184;71;0;High;Public;Moderate;72;66
3185;3185;91;0;Medium;Private;Near;80;69
3186;3186;66;0;High;Public;Near;52;64
3187;3187;86;0;Medium;Private;Near;58;63
3188;3188;97;2;Medium;Public;Near;85;74
3189;3189;87;0;High;Private;Moderate;83;72
3190;3190;92;1;Medium;Private;Near;54;71
3191;3191;64;2;Medium;Public;Moderate;97;64
3192;3192;70;0;Medium;Public;Near;63;65
3193;3193;96;1;High;Public;Moderate;94;75
3194;3194;89;2;Low;Public;Far;96;69
3195;3195;86;1;Low;Public;Moderate;75;65
3196;3196;87;0;High;Public;Moderate;71;60
3197;3197;77;2;Medium;Public;Near;64;69
3198;3198;62;4;Medium;Public;Far;90;65
3199;3199;91;0;High;Private;Moderate;60;67
3200;3200;87;5;High;Private;Far;81;70
3201;3201;79;1;High;Public;Moderate;78;66
3202;3202;96;0;High;Public;Moderate;62;69
3203;3203;73;2;High;Public;Near;99;69
3204;3204;72;1;Medium;Public;Near;92;68
3205;3205;95;5;Medium;Private;Near;51;70
3206;3206;92;2;Medium;Private;Moderate;71;66
3207;3207;81;0;High;Public;Near;68;65
3208;3208;65;1;High;Public;Near;94;65
3209;3209;69;1;Medium;Private;Near;63;65
3210;3210;86;0;High;Public;Near;100;69
3211;3211;75;4;Medium;Public;Moderate;60;69
3212;3212;93;0;Medium;Private;Moderate;62;65
3213;3213;98;1;High;Public;Near;83;76
3214;3214;92;2;Low;Private;Near;58;72
3215;3215;75;2;High;Public;Near;94;67
3216;3216;92;3;High;Public;Near;55;74
3217;3217;74;2;High;Public;Near;99;66
3218;3218;67;2;Low;Private;Near;94;66
3219;3219;61;4;High;Public;Near;92;66
3220;3220;75;5;High;Public;Near;70;71
3221;3221;96;0;High;Public;Moderate;76;66
3222;3222;70;1;Low;Public;Near;73;65
3223;3223;68;1;Medium;Public;Near;99;69
3224;3224;99;1;High;Public;Near;52;69
3225;3225;61;2;High;Public;Far;69;63
3226;3226;91;0;High;Public;Near;98;68
3227;3227;73;1;Medium;Public;Near;68;64
3228;3228;61;2;Low;Public;Near;70;64
3229;3229;97;1;High;Public;Moderate;82;73
3230;3230;66;2;Medium;Public;Moderate;95;66
3231;3231;82;4;Medium;Private;Moderate;65;67
3232;3232;71;3;Medium;Private;Near;97;63
3233;3233;63;1;Medium;Public;Moderate;64;61
3234;3234;62;4;High;Public;Moderate;91;71
3235;3235;65;1;Medium;Public;Near;64;61
3236;3236;63;1;Medium;Private;Moderate;54;62
3237;3237;90;1;High;Private;Near;91;74
3238;3238;79;2;Medium;Private;Near;73;65
3239;3239;74;2;High;Public;Moderate;70;64
3240;3240;77;1;High;Public;Moderate;71;66
3241;3241;97;1;Medium;Public;;81;72
3242;3242;96;0;High;Private;Near;63;76
3243;3243;89;4;Medium;Public;Moderate;62;67
3244;3244;95;3;Medium;Private;Near;74;71
3245;3245;73;1;Medium;Public;Near;52;65
3246;3246;75;3;High;Private;Near;82;68
3247;3247;85;1;High;Public;Far;91;68
3248;3248;85;3;High;Private;Far;86;67
3249;3249;79;1;Low;Public;Near;73;64
3250;3250;76;0;Medium;Public;Near;78;60
3251;3251;99;1;Medium;Public;Near;51;70
3252;3252;93;1;Low;Private;Near;96;73
3253;3253;77;2;High;Private;Moderate;78;69
3254;3254;89;0;Medium;Public;Near;66;70
3255;3255;71;1;Medium;Public;Near;65;64
3256;3256;64;2;Low;Public;Moderate;83;64
3257;3257;74;0;Medium;Public;Near;79;65
3258;3258;76;0;Medium;Public;Near;59;62
3259;3259;61;0;Medium;Public;;70;64
3260;3260;93;0;Medium;Public;Moderate;84;72
3261;3261;74;1;High;Public;Near;65;64
3262;3262;83;0;Medium;Public;Near;75;67
3263;3263;63;4;High;Private;Near;63;64
3264;3264;67;0;Low;Private;Far;54;61
3265;3265;96;1;Medium;Public;Near;69;72
3266;3266;84;2;Medium;Public;Far;87;70
3267;3267;98;4;Medium;Public;Moderate;61;70
3268;3268;100;2;Medium;Public;Moderate;88;71
3269;3269;75;1;Medium;Public;Near;83;68
3270;3270;72;3;Medium;Private;Near;75;68
3271;3271;94;0;Medium;Public;Near;99;70
3272;3272;100;2;High;Public;Near;94;73
3273;3273;85;2;High;Public;Far;78;69
3274;3274;92;0;Medium;Public;Near;78;71
3275;3275;91;1;High;Public;Near;64;64
3276;3276;74;0;Medium;Private;Near;96;68
3277;3277;83;0;Low;Private;Moderate;95;69
3278;3278;93;1;High;Public;Near;87;70
3279;3279;88;1;Medium;Public;Near;56;67
3280;3280;61;1;High;Private;Near;85;66
3281;3281;73;2;Medium;Public;Moderate;63;65
3282;3282;66;4;Medium;Public;Near;59;66
3283;3283;69;0;High;Private;Near;88;61
3284;3284;96;0;Medium;Public;Near;98;71
3285;3285;61;5;Low;Public;Far;55;60
3286;3286;69;1;Low;Public;Near;58;66
3287;3287;72;1;Medium;Private;Moderate;61;61
3288;3288;85;2;Medium;Public;Moderate;98;68
3289;3289;81;2;Medium;Public;Near;85;68
3290;3290;69;2;Medium;Public;Near;84;65
3291;3291;67;3;Medium;Public;Near;75;65
3292;3292;69;2;High;Public;Near;77;60
3293;3293;80;2;Medium;Private;Near;65;67
3294;3294;71;2;Medium;Public;Near;58;65
3295;3295;98;1;Medium;Public;Near;89;70
3296;3296;79;1;Medium;Public;Near;74;64
3297;3297;62;2;High;Public;Moderate;63;68
3298;3298;89;2;Medium;Public;Moderate;82;69
3299;3299;73;0;High;Public;Near;60;65
3300;3300;86;2;High;Private;Near;74;71
3301;3301;71;1;High;Public;Moderate;60;65
3302;3302;83;0;Medium;Public;Moderate;88;65
3303;3303;91;0;Medium;Public;Far;66;68
3304;3304;97;1;Low;Public;Near;72;66
3305;3305;70;1;Medium;Public;Near;88;65
3306;3306;73;2;Medium;Public;Near;83;71
3307;3307;79;3;High;Public;Moderate;70;68
3308;3308;97;2;Medium;Public;Near;54;70
3309;3309;96;3;High;Private;;96;74
3310;3310;64;0;Medium;Private;Near;50;62
3311;3311;65;1;Medium;Public;Moderate;87;61
3312;3312;80;0;Medium;Private;Near;97;70
3313;3313;64;0;;Public;Moderate;65;65
3314;3314;74;2;Low;Public;Moderate;54;62
3315;3315;66;2;Medium;Public;Moderate;62;65
3316;3316;85;0;Medium;Private;Near;66;68
3317;3317;98;2;Low;Private;Far;73;70
3318;3318;100;1;Medium;Private;Near;76;68
3319;3319;75;3;Medium;Private;Near;86;69
3320;3320;84;1;Medium;Private;Far;95;73
3321;3321;94;1;Medium;Private;Near;73;71
3322;3322;65;0;High;Private;Near;87;63
3323;3323;88;2;Medium;Public;Near;56;66
3324;3324;76;1;High;Private;Near;66;67
3325;3325;68;0;High;Public;Near;56;64
3326;3326;76;1;Low;Public;Near;85;66
3327;3327;63;2;High;Public;Near;95;69
3328;3328;88;4;Medium;Private;Moderate;94;72
3329;3329;70;1;Medium;Public;Near;66;63
3330;3330;72;2;Medium;Public;Near;62;67
3331;3331;65;1;Medium;Private;Near;64;64
3332;3332;95;4;Medium;Public;Moderate;64;68
3333;3333;80;1;Medium;Public;Moderate;54;71
3334;3334;83;2;High;Public;Moderate;57;67
3335;3335;83;1;Medium;Private;Near;61;67
3336;3336;76;2;High;Public;Near;50;64
3337;3337;68;5;High;Public;Near;52;63
3338;3338;90;2;Medium;Public;Near;85;72
3339;3339;65;2;Medium;Public;Near;81;63
3340;3340;64;2;Medium;Private;Far;97;67
3341;3341;88;1;Medium;Private;Near;70;68
3342;3342;68;2;High;Private;Far;72;64
3343;3343;72;4;Medium;Public;Near;53;65
3344;3344;79;2;Medium;Private;Far;58;68
3345;3345;78;2;Medium;Private;Near;85;66
3346;3346;88;4;Medium;Private;Far;62;73
3347;3347;85;1;Medium;Private;Near;89;68
3348;3348;86;2;Medium;Private;Far;85;72
3349;3349;89;3;Medium;Public;Near;87;70
3350;3350;72;1;Medium;Private;Near;85;66
3351;3351;73;3;Medium;Public;Near;85;66
3352;3352;78;2;High;Private;Near;77;66
3353;3353;72;2;Medium;Public;Moderate;84;65
3354;3354;99;2;Medium;Public;Far;76;71
3355;3355;93;1;Medium;Public;Moderate;60;66
3356;3356;67;1;;Private;Moderate;61;63
3357;3357;60;2;Medium;Public;Near;70;63
3358;3358;62;0;Low;Public;Moderate;51;58
3359;3359;70;3;High;Public;Near;94;68
3360;3360;65;2;Medium;Public;Moderate;63;61
3361;3361;81;2;Medium;Public;Near;53;65
3362;3362;94;1;Medium;Public;Moderate;71;67
3363;3363;89;1;Low;Public;Near;91;67
3364;3364;69;1;Medium;Private;Near;70;62
3365;3365;76;0;Medium;Public;Near;63;86
3366;3366;80;0;Medium;Public;Near;77;71
3367;3367;92;1;Medium;Public;Near;79;70
3368;3368;94;1;Medium;Public;Near;88;71
3369;3369;96;2;Medium;Public;Moderate;90;71
3370;3370;80;1;Medium;Public;Near;85;70
3371;3371;88;2;Medium;Public;Moderate;50;67
3372;3372;64;0;Low;Public;Near;50;60
3373;3373;83;0;High;Public;Near;99;73
3374;3374;70;1;Medium;Public;Near;63;67
3375;3375;77;1;Medium;Private;Near;64;62
3376;3376;85;0;Medium;Public;Near;87;67
3377;3377;70;1;High;Public;Near;79;65
3378;3378;62;1;Medium;Public;Near;73;61
3379;3379;60;0;Medium;Private;Moderate;56;61
3380;3380;61;1;Medium;Private;Near;54;60
3381;3381;60;4;Low;Public;Near;85;68
3382;3382;64;0;High;Public;Moderate;56;65
3383;3383;70;3;Low;Public;Moderate;72;67
3384;3384;69;2;Low;Public;Near;87;67
3385;3385;99;0;Medium;Private;Moderate;96;74
3386;3386;72;4;Medium;Public;Far;94;64
3387;3387;65;2;Low;Private;Near;93;64
3388;3388;82;2;High;Public;Near;68;67
3389;3389;94;6;Medium;Public;Far;96;74
3390;3390;87;1;Low;Private;Near;84;69
3391;3391;72;1;Low;Public;Near;94;62
3392;3392;82;1;Medium;Public;;54;66
3393;3393;89;2;Medium;Public;Moderate;52;69
3394;3394;89;1;Medium;Public;Far;71;68
3395;3395;87;2;Medium;Public;Moderate;91;74
3396;3396;95;4;High;Public;Far;70;68
3397;3397;95;2;Medium;Public;Near;94;73
3398;3398;83;4;Medium;Public;Near;62;70
3399;3399;77;0;Medium;Private;Moderate;52;69
3400;3400;86;2;High;Public;Far;88;68
3401;3401;93;2;Medium;Private;Near;81;71
3402;3402;60;3;Medium;Public;Near;72;64
3403;3403;100;3;Low;Public;Near;92;71
3404;3404;67;1;High;Public;Near;91;65
3405;3405;79;1;Medium;Private;Near;66;68
3406;3406;95;1;High;Private;Near;92;67
3407;3407;69;2;High;Public;Far;67;67
3408;3408;79;2;Medium;Public;Near;81;67
3409;3409;65;1;Medium;Public;Moderate;60;63
3410;3410;76;0;Low;Public;Near;63;68
3411;3411;67;1;High;Public;Near;72;66
3412;3412;75;1;High;Public;Near;66;67
3413;3413;75;3;Medium;Public;Moderate;56;68
3414;3414;100;2;Medium;Private;Near;74;72
3415;3415;100;3;High;Private;Moderate;76;70
3416;3416;65;3;Medium;Public;Moderate;58;62
3417;3417;89;2;Medium;Public;Near;59;69
3418;3418;62;0;Medium;Private;Near;51;61
3419;3419;61;2;Medium;Public;Moderate;52;58
3420;3420;64;5;Medium;Private;Near;68;63
3421;3421;99;4;Medium;Public;Near;57;71
3422;3422;98;1;High;Public;Near;96;70
3423;3423;68;1;Medium;Public;Near;60;64
3424;3424;66;2;Medium;Public;Far;53;63
3425;3425;70;1;Medium;Public;Near;70;63
3426;3426;81;2;High;Public;Near;60;71
3427;3427;83;0;Low;Public;Near;53;65
3428;3428;69;2;Medium;Public;Moderate;88;68
3429;3429;90;1;Medium;Private;Moderate;78;70
3430;3430;72;3;Low;Public;Far;53;68
3431;3431;97;3;Medium;Private;Moderate;73;69
3432;3432;86;0;Medium;Public;Near;52;70
3433;3433;77;0;High;Private;Near;68;67
3434;3434;92;2;Medium;Public;Near;68;69
3435;3435;93;2;Medium;Public;Moderate;91;73
3436;3436;72;3;Low;Public;Moderate;87;68
3437;3437;74;2;Medium;Public;Far;95;67
3438;3438;97;0;Medium;Private;Moderate;57;67
3439;3439;67;2;High;Private;Near;77;64
3440;3440;62;2;Medium;Public;Near;51;63
3441;3441;78;1;Low;Private;Near;91;67
3442;3442;92;1;High;Public;Near;68;70
3443;3443;91;1;Medium;Public;Near;53;71
3444;3444;97;1;Medium;Private;Near;66;74
3445;3445;81;2;Low;Public;Near;64;70
3446;3446;64;1;Medium;Public;Moderate;88;59
3447;3447;84;0;Medium;Private;Near;56;64
3448;3448;91;2;High;Public;Near;78;67
3449;3449;64;1;Medium;Public;Near;90;63
3450;3450;67;5;Low;Public;Near;87;66
3451;3451;60;1;Medium;Private;Far;97;62
3452;3452;84;3;High;Public;Near;50;65
3453;3453;95;3;Medium;Public;Far;68;73
3454;3454;87;1;High;Public;Near;68;70
3455;3455;99;0;Medium;Public;Near;52;62
3456;3456;63;2;Low;Public;Near;91;68
3457;3457;96;1;Medium;Public;Near;84;74
3458;3458;93;2;Medium;Private;Near;76;96
3459;3459;73;1;High;Public;Moderate;70;66
3460;3460;99;0;Medium;Public;Near;95;69
3461;3461;72;1;Medium;Public;Near;63;70
3462;3462;96;2;Medium;Private;Near;67;73
3463;3463;95;1;High;Public;Near;98;69
3464;3464;90;1;Medium;Private;Far;53;71
3465;3465;83;0;Low;Public;Moderate;89;65
3466;3466;65;1;Medium;Public;Near;86;62
3467;3467;81;1;;Public;Near;95;69
3468;3468;74;3;Medium;Public;Near;55;65
3469;3469;92;1;Medium;Public;Far;99;68
3470;3470;90;1;Medium;Public;Near;51;65
3471;3471;96;4;Medium;Private;Moderate;67;72
3472;3472;61;2;Medium;Private;Near;54;67
3473;3473;92;2;High;Private;Far;53;68
3474;3474;98;0;High;Public;Near;98;68
3475;3475;92;2;Medium;Private;Near;86;66
3476;3476;65;0;Medium;Private;Moderate;75;62
3477;3477;63;2;High;Public;Far;55;65
3478;3478;61;1;Medium;Private;Far;76;60
3479;3479;85;2;High;Private;Moderate;66;70
3480;3480;85;1;Medium;Public;Moderate;64;68
3481;3481;99;1;Medium;Public;Near;81;72
3482;3482;76;2;Medium;Public;Moderate;90;63
3483;3483;73;1;Medium;Private;Moderate;72;63
3484;3484;85;1;Medium;Public;Near;75;67
3485;3485;93;4;Medium;Public;;83;68
3486;3486;97;2;Medium;Public;Near;56;69
3487;3487;92;1;High;Public;Near;91;75
3488;3488;77;0;Medium;Public;Moderate;92;67
3489;3489;85;2;High;Public;Near;77;69
3490;3490;94;0;Medium;Public;Near;59;65
3491;3491;80;2;Medium;Public;Near;75;65
3492;3492;69;1;Medium;Public;Near;55;63
3493;3493;67;2;Medium;Private;Near;88;65
3494;3494;60;0;Medium;Public;Far;66;58
3495;3495;89;0;High;Private;Moderate;66;70
3496;3496;64;1;Low;Public;Moderate;97;66
3497;3497;70;2;Medium;Public;Near;71;63
3498;3498;72;1;Medium;Private;Far;89;62
3499;3499;82;2;Medium;Private;Moderate;82;69
3500;3500;76;1;High;Public;Near;66;66
3501;3501;87;0;High;Public;Moderate;56;68
3502;3502;62;2;Medium;Public;Far;90;62
3503;3503;65;0;High;Public;Near;88;64
3504;3504;80;0;Medium;Public;Near;58;65
3505;3505;73;2;Medium;Private;Far;62;64
3506;3506;72;2;Medium;Public;Near;88;65
3507;3507;63;3;Medium;Private;Moderate;99;65
3508;3508;96;0;Medium;Public;Near;92;70
3509;3509;88;2;Medium;Private;Near;84;71
3510;3510;65;2;High;Public;Moderate;96;65
3511;3511;63;1;High;Public;Near;64;67
3512;3512;99;4;Medium;Public;Moderate;50;68
3513;3513;87;1;Medium;Public;Near;66;73
3514;3514;77;0;High;Public;Near;99;64
3515;3515;88;3;Medium;Private;Near;94;71
3516;3516;90;2;High;Private;Near;53;70
3517;3517;91;4;Medium;Public;Near;75;68
3518;3518;79;2;Medium;Private;Moderate;54;68
3519;3519;77;3;Medium;Public;Far;89;68
3520;3520;60;0;Medium;Private;Moderate;69;59
3521;3521;97;2;High;Private;Near;96;74
3522;3522;84;1;High;Public;Moderate;53;62
3523;3523;68;2;Medium;Public;Far;87;64
3524;3524;97;0;Medium;Public;Near;70;76
3525;3525;97;2;Medium;Public;Near;63;70
3526;3526;100;0;Low;Public;Near;76;69
3527;3527;95;0;High;Public;Near;74;69
3528;3528;100;4;Medium;Public;Far;67;74
3529;3529;70;2;High;Public;Near;82;62
3530;3530;94;2;High;Public;Moderate;83;70
3531;3531;93;4;High;Public;Near;54;71
3532;3532;69;4;Medium;Public;Near;80;68
3533;3533;64;3;Medium;Private;Near;86;66
3534;3534;99;3;Medium;Public;Far;54;67
3535;3535;72;3;High;Private;Near;83;71
3536;3536;95;3;Medium;Public;Moderate;90;74
3537;3537;60;3;Medium;Public;Near;92;65
3538;3538;61;1;Medium;Private;Moderate;52;60
3539;3539;79;2;Medium;Public;Moderate;85;69
3540;3540;70;2;Medium;Private;Moderate;90;65
3541;3541;88;3;Medium;Public;Near;70;69
3542;3542;83;1;Medium;Public;Near;77;70
3543;3543;63;0;High;Private;Near;63;65
3544;3544;67;0;Medium;Public;Far;66;57
3545;3545;76;0;High;Public;Near;75;68
3546;3546;67;2;Low;Public;Near;58;67
3547;3547;92;2;Medium;Private;Near;69;70
3548;3548;77;1;Medium;Public;Near;65;68
3549;3549;64;1;Medium;Public;Moderate;62;62
3550;3550;79;1;Medium;Public;Far;74;67
3551;3551;64;0;Medium;Private;Near;92;66
3552;3552;65;2;High;Public;Far;62;60
3553;3553;70;0;;Public;Moderate;83;65
3554;3554;94;1;High;Public;Near;63;75
3555;3555;97;4;High;Public;Far;57;67
3556;3556;93;1;Medium;Public;Moderate;97;71
3557;3557;73;0;Medium;Public;Near;82;63
3558;3558;71;2;High;Public;Moderate;55;67
3559;3559;82;2;Medium;Private;Near;82;68
3560;3560;89;2;High;Public;Near;59;65
3561;3561;100;1;Medium;Public;Moderate;94;72
3562;3562;65;1;Medium;Public;Moderate;62;61
3563;3563;62;1;Low;Public;Moderate;90;60
3564;3564;88;2;Medium;Public;Near;60;72
3565;3565;93;2;Medium;Public;Far;78;72
3566;3566;94;2;Medium;Private;Near;96;70
3567;3567;87;2;Medium;Public;Near;65;67
3568;3568;98;0;High;Private;Near;54;71
3569;3569;80;0;Medium;Private;Near;78;66
3570;3570;97;0;High;Public;Near;59;72
3571;3571;99;1;Medium;Public;Moderate;86;70
3572;3572;94;2;Medium;Public;Moderate;80;71
3573;3573;72;2;Medium;Public;Far;67;64
3574;3574;68;3;Medium;Public;Moderate;85;66
3575;3575;82;2;Medium;Public;Near;62;64
3576;3576;78;0;Medium;Public;Moderate;96;67
3577;3577;95;3;Medium;Public;Moderate;67;67
3578;3578;64;1;High;Public;Near;88;64
3579;3579;70;0;Medium;Private;Moderate;63;61
3580;3580;90;4;Medium;Private;Near;86;99
3581;3581;64;3;Medium;Public;Near;52;67
3582;3582;73;3;High;Public;Near;65;72
3583;3583;75;1;Medium;Public;Moderate;55;66
3584;3584;85;3;High;Public;Moderate;73;68
3585;3585;66;1;High;Public;Near;72;64
3586;3586;94;1;Medium;Public;Near;68;69
3587;3587;78;0;Medium;Public;Far;99;65
3588;3588;97;1;Medium;Public;Far;62;66
3589;3589;79;3;High;Public;Near;90;73
3590;3590;71;0;Medium;Public;;72;63
3591;3591;66;3;Medium;Public;Moderate;67;66
3592;3592;60;3;High;Private;Near;60;65
3593;3593;81;1;High;Public;Near;82;71
3594;3594;64;1;Medium;Public;Near;67;58
3595;3595;76;0;High;Private;Moderate;91;68
3596;3596;84;0;Medium;Public;Moderate;98;69
3597;3597;71;0;Medium;Public;Near;61;63
3598;3598;67;1;Medium;Public;Near;56;66
3599;3599;91;0;High;Public;Near;66;69
3600;3600;98;3;Medium;Private;Near;73;69
3601;3601;64;2;Medium;Public;Near;65;63
3602;3602;66;1;Medium;Public;Near;99;65
3603;3603;98;2;Low;Private;Near;89;76
3604;3604;62;0;High;Public;Near;98;67
3605;3605;99;1;High;Public;Moderate;69;70
3606;3606;60;1;High;Public;Moderate;65;60
3607;3607;95;2;High;Public;Near;70;68
3608;3608;72;1;Medium;Public;Near;76;68
3609;3609;98;2;Medium;Private;Near;87;70
3610;3610;73;1;Medium;Private;Moderate;94;68
3611;3611;86;3;Low;Public;Near;73;69
3612;3612;63;0;Medium;Public;Near;64;62
3613;3613;70;1;Low;Private;Moderate;66;64
3614;3614;91;2;Medium;Private;Moderate;85;71
3615;3615;81;1;Medium;Public;Near;78;68
3616;3616;97;0;Low;Public;Near;74;72
3617;3617;77;1;High;Private;Far;60;64
3618;3618;95;6;High;Public;Far;94;73
3619;3619;78;0;Medium;Public;Near;89;69
3620;3620;99;1;Low;Private;Moderate;57;70
3621;3621;98;3;High;Public;Near;68;69
3622;3622;73;1;Medium;Public;Far;77;64
3623;3623;95;2;Medium;Private;Near;73;66
3624;3624;94;1;Medium;Public;Moderate;70;69
3625;3625;68;1;Medium;Private;Moderate;86;68
3626;3626;85;4;Medium;Public;Near;53;65
3627;3627;63;4;Medium;Public;Moderate;74;62
3628;3628;93;2;Medium;Public;Near;63;75
3629;3629;67;0;Medium;Public;Near;54;60
3630;3630;63;0;Medium;Public;Near;73;63
3631;3631;76;2;Medium;Public;Far;59;66
3632;3632;83;0;Medium;Public;Near;63;67
3633;3633;94;1;Medium;Public;Moderate;75;68
3634;3634;99;0;Medium;Public;Moderate;99;72
3635;3635;78;0;Medium;Private;Near;84;66
3636;3636;62;0;Medium;Public;Near;64;63
3637;3637;90;1;High;Private;Moderate;69;71
3638;3638;83;2;Medium;Public;Far;70;67
3639;3639;78;1;Medium;Public;Near;58;66
3640;3640;72;2;High;Private;Near;58;66
3641;3641;80;4;Medium;Public;Near;57;68
3642;3642;74;1;Medium;Public;Near;76;66
3643;3643;90;0;Medium;Public;Near;84;68
3644;3644;82;3;Medium;Public;Near;80;68
3645;3645;95;0;High;Public;Near;99;68
3646;3646;82;2;High;Private;Near;56;66
3647;3647;70;1;High;Private;Moderate;99;66
3648;3648;94;0;High;Public;Far;73;70
3649;3649;82;1;Medium;Public;Near;61;68
3650;3650;68;2;Low;Public;Moderate;97;65
3651;3651;85;1;Medium;Private;Near;73;70
3652;3652;74;3;Medium;Private;Far;67;66
3653;3653;94;0;Medium;Public;Moderate;61;68
3654;3654;78;1;Medium;Private;Moderate;63;64
3655;3655;89;0;Medium;Private;Near;99;69
3656;3656;64;2;Medium;Private;Near;65;65
3657;3657;76;3;High;Public;Near;99;69
3658;3658;99;1;High;Private;Near;67;66
3659;3659;92;1;Low;Public;Near;62;68
3660;3660;66;3;Medium;Public;Near;59;70
3661;3661;71;1;High;Public;Moderate;71;65
3662;3662;73;0;High;Private;Near;62;65
3663;3663;86;1;Medium;Public;Near;85;68
3664;3664;90;0;Medium;Public;Near;62;67
3665;3665;90;0;Medium;Private;Near;92;72
3666;3666;80;1;High;Public;Moderate;92;70
3667;3667;92;1;High;Private;Near;64;72
3668;3668;77;1;Medium;Public;Near;88;71
3669;3669;65;1;High;Private;Near;93;64
3670;3670;83;2;Medium;Public;Moderate;80;69
3671;3671;98;4;Medium;Public;Near;68;73
3672;3672;92;1;Medium;Public;Far;72;70
3673;3673;83;1;Medium;Public;Near;89;68
3674;3674;86;2;High;Public;Moderate;65;71
3675;3675;97;1;High;Private;Near;67;71
3676;3676;77;0;Medium;Public;Near;58;66
3677;3677;73;3;High;Public;Near;70;68
3678;3678;99;0;Medium;Public;Near;54;70
3679;3679;95;3;Medium;Public;Near;66;72
3680;3680;73;1;Low;Public;Near;69;66
3681;3681;79;3;Medium;Private;Near;63;65
3682;3682;77;3;Medium;Private;Near;55;66
3683;3683;66;3;Medium;Private;Moderate;76;65
3684;3684;98;0;Medium;Private;Moderate;93;72
3685;3685;76;2;Medium;Public;Near;67;68
3686;3686;95;0;Medium;Public;Near;62;68
3687;3687;68;0;Low;Public;Near;64;67
3688;3688;82;2;Medium;Public;Near;93;68
3689;3689;61;1;High;Public;Moderate;76;67
3690;3690;91;3;High;Public;Moderate;57;69
3691;3691;83;2;Medium;Private;Near;85;65
3692;3692;85;2;High;Public;Near;58;70
3693;3693;62;1;Medium;Public;Moderate;53;64
3694;3694;68;2;High;Public;Near;63;66
3695;3695;63;1;Medium;Public;Near;58;64
3696;3696;72;1;High;Public;Moderate;80;66
3697;3697;85;1;Medium;Private;Near;74;67
3698;3698;83;3;Low;Public;Near;86;68
3699;3699;84;5;High;Public;Moderate;76;71
3700;3700;82;1;High;Private;Near;71;67
3701;3701;71;3;Medium;Public;Moderate;76;69
3702;3702;70;1;Medium;Public;Near;72;67
3703;3703;65;4;Medium;Private;Moderate;52;61
3704;3704;94;0;High;Public;Moderate;84;68
3705;3705;85;2;Low;Private;Near;98;67
3706;3706;67;1;High;Public;Moderate;71;64
3707;3707;67;3;High;Public;Moderate;71;63
3708;3708;95;3;High;Public;Near;52;72
3709;3709;90;2;Medium;Public;Moderate;95;69
3710;3710;86;1;Low;Public;Far;96;66
3711;3711;76;1;High;Private;Near;91;64
3712;3712;70;2;High;Public;Near;55;61
3713;3713;99;2;Low;Public;Near;95;71
3714;3714;92;0;Medium;Public;Near;51;63
3715;3715;72;2;Low;Public;Near;72;65
3716;3716;94;2;Medium;Public;Near;75;71
3717;3717;90;2;High;Private;Near;92;78
3718;3718;72;1;Medium;Private;Near;88;73
3719;3719;77;1;High;Private;Near;90;65
3720;3720;67;0;Medium;Public;Near;93;66
3721;3721;64;3;High;Public;Near;74;66
3722;3722;89;3;Medium;Public;Moderate;89;74
3723;3723;71;4;Medium;Private;Near;53;62
3724;3724;93;1;Medium;Public;Near;72;66
3725;3725;100;4;Medium;Public;Near;52;71
3726;3726;63;2;Medium;Public;Near;96;67
3727;3727;79;0;High;Public;Near;98;69
3728;3728;92;2;Medium;Public;Moderate;54;72
3729;3729;92;2;Medium;Public;Near;77;72
