Student_ID;Sleep_Hours;Motivation_Level;Physical_Activity;Learning_Disabilities;Gender
1860;7;Medium;3;No;Female
1861;8;Medium;4;No;Male
1862;7;Medium;4;No;Female
1863;5;Medium;4;No;Male
1864;6;Medium;2;No;Male
1865;7;High;2;No;Male
1866;7;Low;3;No;Male
1867;7;Low;3;No;Male
1868;9;Medium;2;Yes;Male
1869;7;Medium;2;Yes;Female
1870;8;Medium;4;No;Female
1871;4;Low;3;Yes;Male
1872;8;Low;4;No;Male
1873;10;High;3;No;Female
1874;9;Medium;2;No;Female
1875;6;Medium;2;Yes;Female
1876;10;Medium;2;Yes;Male
1877;7;Low;3;No;Female
1878;7;Medium;2;No;Male
1879;7;Medium;4;No;Female
1880;7;Medium;1;No;Male
1881;4;Medium;1;No;Male
1882;8;Medium;3;No;Male
1883;7;Medium;2;No;Male
1884;7;High;3;No;Male
1885;7;Low;4;No;Female
1886;6;Medium;2;No;Female
1887;7;High;4;No;Female
1888;9;Low;3;Yes;Male
1889;8;Low;2;No;Male
1890;7;Medium;3;No;Female
1891;7;Low;4;No;Male
1892;7;High;4;No;Male
1893;6;Low;2;No;Male
1894;7;Medium;3;No;Female
1895;8;High;3;Yes;Male
1896;7;Low;4;No;Male
1897;6;High;2;No;Female
1898;7;Low;3;No;Female
1899;8;High;1;Yes;Female
1900;5;Medium;4;No;Male
1901;6;Low;3;No;Male
1902;5;Medium;2;No;Female
1903;7;Medium;4;No;Female
1904;8;Low;2;No;Male
1905;9;Medium;4;No;Male
1906;9;Medium;4;No;Male
1907;6;High;3;No;Male
1908;7;High;3;No;Female
1909;6;Medium;3;Yes;Female
1910;9;Low;3;Yes;Male
1911;9;Medium;3;No;Male
1912;7;Low;2;Yes;Female
1913;6;Low;2;No;Male
1914;4;Medium;4;No;Female
1915;5;Medium;4;No;Female
1916;4;High;3;No;Female
1917;5;High;2;No;Male
1918;10;Medium;1;Yes;Male
1919;5;High;2;No;Male
1920;5;Medium;3;No;Male
1921;6;High;4;Yes;Male
1922;10;Low;2;Yes;Female
1923;7;Low;3;No;Female
1924;8;Medium;2;No;Female
1925;7;Low;4;No;Male
1926;4;Low;4;No;Female
1927;9;Low;3;No;Female
1928;8;Medium;4;No;Male
1929;7;High;4;No;Female
1930;10;Medium;2;No;Male
1931;6;High;4;No;Male
1932;7;High;3;No;Male
1933;6;Low;2;No;Female
1934;9;Medium;2;No;Female
1935;8;High;3;No;Male
1936;7;High;5;No;Male
1937;5;Medium;2;No;Male
1938;6;Medium;3;No;Male
1939;5;High;3;No;Male
1940;9;Medium;2;No;Male
1941;5;Low;2;No;Male
1942;9;Medium;4;No;Female
1943;9;Medium;2;No;Male
1944;6;Low;4;No;Female
1945;6;Medium;1;No;Male
1946;6;Medium;4;No;Male
1947;8;Low;2;No;Male
1948;9;Medium;3;No;Male
1949;9;High;3;No;Male
1950;6;Medium;4;No;Female
1951;9;Medium;3;No;Female
1952;9;Medium;4;No;Male
1953;7;Low;3;No;Male
1954;7;Medium;3;No;Female
1955;9;Medium;5;No;Male
1956;9;Low;3;No;Female
1957;9;Low;3;No;Female
1958;10;Medium;3;No;Female
1959;8;Medium;1;No;Male
1960;7;High;2;No;Male
1961;9;Low;2;No;Male
1962;10;Medium;2;No;Female
1963;6;High;2;Yes;Female
1964;7;Medium;4;No;Female
1965;5;Medium;5;No;Female
1966;8;Medium;3;No;Female
1967;8;Low;2;Yes;Female
1968;6;High;3;No;Female
1969;9;Low;4;No;Female
1970;6;Low;2;No;Male
1971;6;Medium;3;No;Male
1972;9;Medium;2;No;Female
1973;6;Low;4;No;Male
1974;5;Low;4;No;Male
1975;8;Low;4;No;Female
1976;7;Low;2;Yes;Female
1977;9;Low;2;No;Female
1978;8;Medium;4;No;Male
1979;4;Low;3;No;Female
1980;9;Medium;4;No;Male
1981;10;Medium;3;No;Female
1982;9;Medium;2;No;Male
1983;9;Low;2;No;Female
1984;7;Medium;3;No;Female
1985;6;High;3;No;Male
1986;7;High;4;No;Female
1987;8;Medium;3;No;Female
1988;8;Medium;2;No;Male
1989;6;Medium;4;No;Male
1990;6;Medium;3;No;Male
1991;5;Low;1;No;Male
1992;8;Medium;3;No;Female
1993;6;High;2;No;Female
1994;7;Medium;1;No;Male
1995;10;Low;3;No;Male
1996;8;High;2;No;Male
1997;7;Medium;4;No;Male
1998;8;Medium;3;No;Male
1999;9;Medium;3;No;Male
2000;5;Medium;5;No;Male
2001;6;Low;3;No;Female
2002;7;Medium;3;No;Female
2003;6;Medium;3;No;Male
2004;7;Medium;3;No;Female
2005;5;Low;5;No;Female
2006;8;Medium;2;No;Female
2007;6;Low;3;No;Male
2008;7;Medium;3;Yes;Female
2009;7;Medium;4;No;Female
2010;8;High;3;No;Male
2011;4;Medium;3;No;Male
2012;8;Medium;3;No;Female
2013;7;Medium;3;No;Female
2014;8;High;2;No;Female
2015;5;Low;4;No;Female
2016;8;Medium;2;No;Female
2017;9;Medium;4;No;Male
2018;7;Medium;4;No;Male
2019;6;High;1;No;Female
2020;6;Medium;3;No;Male
2021;8;High;3;No;Male
2022;8;Low;3;No;Female
2023;8;Low;3;No;Female
2024;7;Medium;3;No;Male
2025;7;High;1;No;Male
2026;7;Medium;1;No;Male
2027;6;Medium;4;No;Male
2028;8;Medium;3;No;Female
2029;7;High;3;No;Male
2030;9;Low;2;No;Female
2031;9;Medium;3;No;Female
2032;7;Medium;2;Yes;Female
2033;8;Medium;3;No;Male
2034;6;Medium;3;No;Male
2035;7;Low;3;No;Male
2036;8;High;3;No;Male
2037;5;Medium;3;Yes;Female
2038;8;Medium;4;No;Male
2039;6;Medium;4;No;Female
2040;6;Low;3;No;Male
2041;6;Medium;2;No;Male
2042;7;Medium;3;No;Female
2043;5;Medium;2;No;Male
2044;8;Medium;4;No;Male
2045;7;High;1;No;Male
2046;10;Medium;3;No;Male
2047;7;Medium;4;No;Female
2048;8;Low;3;No;Male
2049;6;Low;5;No;Male
2050;5;Medium;1;No;Male
2051;8;Low;2;No;Female
2052;5;Medium;2;No;Male
2053;8;High;3;No;Male
2054;10;Medium;4;No;Male
2055;8;Medium;2;No;Male
2056;8;Low;2;No;Male
2057;7;Low;2;No;Male
2058;6;Low;3;No;Male
2059;7;Medium;2;No;Male
2060;6;Medium;3;No;Male
2061;5;Low;2;No;Female
2062;7;Medium;4;No;Female
2063;9;Medium;3;Yes;Male
2064;5;Medium;3;No;Male
2065;9;Medium;2;No;Female
2066;9;Low;4;No;Female
2067;8;Medium;3;No;Male
2068;8;Medium;5;No;Female
2069;7;High;3;No;Male
2070;7;Low;3;No;Male
2071;6;Medium;2;No;Female
2072;7;Low;2;No;Female
2073;7;Medium;4;No;Female
2074;10;Low;3;No;Male
2075;8;Low;4;No;Male
2076;7;Medium;2;No;Female
2077;7;Medium;2;No;Male
2078;6;Medium;2;No;Male
2079;6;Medium;1;No;Male
2080;8;Medium;3;No;Male
2081;6;Medium;4;No;Male
2082;6;Low;4;No;Female
2083;6;Medium;1;No;Female
2084;6;Medium;1;No;Male
2085;9;Medium;2;No;Female
2086;7;Low;1;No;Male
2087;7;Low;4;No;Female
2088;7;Low;3;No;Male
2089;7;Low;3;No;Female
2090;6;High;4;No;Female
2091;5;High;3;No;Male
2092;9;Medium;2;Yes;Male
2093;8;Low;2;No;Female
2094;8;High;2;Yes;Male
2095;8;Medium;3;No;Female
2096;10;Low;4;Yes;Female
2097;6;Medium;5;No;Male
2098;5;Medium;2;No;Female
2099;8;Low;4;No;Female
2100;5;Low;2;No;Female
2101;7;Medium;3;No;Male
2102;7;Low;2;No;Male
2103;8;Low;3;No;Male
2104;6;Low;4;No;Female
2105;9;High;4;No;Female
2106;6;Medium;1;No;Female
2107;8;Medium;2;No;Male
2108;6;Medium;2;No;Male
2109;8;Medium;4;Yes;Female
2110;5;Medium;5;No;Female
2111;7;Low;4;No;Female
2112;9;Medium;2;No;Female
2113;7;Low;4;No;Female
2114;9;Medium;3;No;Female
2115;7;High;3;No;Female
2116;6;Low;1;No;Male
2117;7;Medium;4;No;Female
2118;8;Low;3;Yes;Female
2119;4;High;3;No;Male
2120;8;Medium;4;No;Male
2121;6;High;3;No;Male
2122;5;Medium;4;No;Male
2123;8;Low;3;No;Male
2124;9;High;2;No;Male
2125;7;Medium;2;No;Male
2126;5;Medium;4;No;Male
2127;6;Medium;1;No;Female
2128;6;Low;2;No;Male
2129;7;Medium;2;No;Male
2130;7;Medium;2;No;Male
2131;8;High;3;No;Male
2132;8;Low;3;No;Male
2133;8;Medium;2;No;Female
2134;8;High;2;Yes;Female
2135;7;Low;4;No;Male
2136;10;Low;3;Yes;Female
2137;8;Low;4;Yes;Male
2138;8;Medium;2;No;Female
2139;10;Medium;3;No;Female
2140;7;High;4;Yes;Male
2141;6;Medium;3;No;Female
2142;9;Medium;2;No;Female
2143;9;High;3;Yes;Female
2144;7;Low;3;No;Female
2145;10;Medium;3;No;Female
2146;7;Medium;4;No;Female
2147;8;Low;2;No;Female
2148;9;High;3;No;Female
2149;7;Medium;3;No;Female
2150;8;High;4;No;Female
2151;9;High;3;Yes;Male
2152;6;Medium;2;No;Male
2153;6;High;2;No;Male
2154;9;Medium;2;No;Male
2155;7;High;2;No;Male
2156;6;Low;3;No;Female
2157;7;Low;1;No;Female
2158;8;Low;3;No;Female
2159;5;Low;2;No;Male
2160;8;Medium;4;No;Female
2161;8;Low;3;No;Female
2162;9;Low;3;No;Female
2163;7;Low;2;No;Male
2164;9;Medium;2;No;Male
2165;7;Low;3;No;Female
2166;7;Medium;3;No;Male
2167;7;Low;3;Yes;Female
2168;10;Medium;2;No;Female
2169;5;Low;2;No;Female
2170;8;Low;3;Yes;Female
2171;7;Medium;3;No;Female
2172;7;High;2;No;Female
2173;8;Medium;3;No;Male
2174;9;High;5;No;Male
2175;8;Medium;3;No;Male
2176;9;Medium;3;No;Male
2177;7;High;3;No;Male
2178;7;Medium;3;No;Male
2179;5;Low;5;No;Female
2180;10;High;2;No;Male
2181;7;Low;3;No;Male
2182;7;Medium;3;No;Female
2183;8;Low;2;No;Female
2184;9;Low;3;No;Female
2185;6;Medium;1;No;Female
2186;9;Low;4;No;Male
2187;7;High;3;No;Male
2188;9;Medium;3;No;Male
2189;6;Medium;3;No;Male
2190;8;Medium;1;No;Male
2191;7;Medium;4;No;Female
2192;5;Medium;3;No;Male
2193;5;Medium;3;No;Male
2194;6;High;4;Yes;Male
2195;8;High;5;No;Female
2196;4;Low;5;No;Male
2197;8;High;5;No;Male
2198;7;Medium;2;No;Male
2199;4;High;3;No;Male
2200;6;Medium;3;No;Male
2201;6;Medium;3;No;Male
2202;7;Low;4;No;Male
2203;9;Medium;2;No;Female
2204;9;Medium;2;Yes;Male
2205;6;Medium;3;No;Female
2206;6;Medium;3;No;Male
2207;5;Medium;3;No;Male
2208;6;Medium;3;No;Male
2209;6;High;4;No;Male
2210;7;High;4;Yes;Male
2211;7;Medium;4;No;Male
2212;6;High;3;Yes;Female
2213;6;Medium;3;No;Female
2214;6;Medium;3;No;Female
2215;6;Low;4;No;Male
2216;9;High;2;No;Female
2217;8;Medium;4;No;Male
2218;8;Low;3;No;Female
2219;9;Medium;6;Yes;Male
2220;8;Medium;2;No;Male
2221;9;High;2;No;Female
2222;8;Medium;5;No;Female
2223;7;Medium;2;No;Male
2224;6;Medium;3;No;Male
2225;6;Medium;1;No;Male
2226;8;Low;3;No;Female
2227;7;Medium;3;No;Female
2228;5;High;3;No;Female
2229;4;Low;3;No;Male
2230;10;High;3;No;Male
2231;6;Medium;4;Yes;Female
2232;6;Low;4;No;Male
2233;9;Low;3;No;Male
2234;5;Low;4;No;Male
2235;8;Medium;4;No;Female
2236;10;Low;4;No;Female
2237;10;Low;5;Yes;Female
2238;6;Medium;3;No;Female
2239;7;Medium;4;Yes;Female
2240;6;Medium;4;No;Male
2241;7;Low;2;No;Male
2242;9;Low;3;Yes;Female
2243;5;Medium;3;No;Female
2244;8;Medium;4;No;Male
2245;7;Medium;2;No;Male
2246;9;Medium;1;No;Male
2247;9;High;3;No;Male
2248;6;Low;3;No;Male
2249;7;Medium;4;Yes;Female
2250;8;Medium;3;No;Male
2251;8;Low;3;No;Female
2252;4;Medium;2;No;Female
2253;8;Low;2;No;Female
2254;9;Medium;3;No;Male
2255;7;Low;3;No;Female
2256;8;High;3;No;Male
2257;9;Low;3;No;Male
2258;7;Medium;3;No;Male
2259;8;Low;4;No;Female
2260;7;Low;3;No;Male
2261;7;Medium;4;No;Female
2262;6;Medium;3;No;Female
2263;7;Medium;2;No;Female
2264;10;Medium;3;Yes;Female
2265;6;High;3;No;Male
2266;8;Medium;2;No;Female
2267;7;Low;3;No;Male
2268;9;High;4;No;Female
2269;9;High;3;No;Male
2270;6;Medium;2;No;Male
2271;6;Low;3;No;Male
2272;6;Low;3;No;Male
2273;6;Medium;3;No;Male
2274;6;Medium;3;No;Male
2275;8;Low;2;No;Female
2276;6;Medium;3;Yes;Male
2277;6;Low;2;No;Male
2278;6;High;5;No;Male
2279;8;Medium;3;No;Male
2280;7;High;3;No;Male
2281;7;Medium;1;No;Female
2282;6;Medium;1;No;Male
2283;5;Low;4;No;Male
2284;9;Medium;3;No;Male
2285;7;Low;2;No;Male
2286;10;High;2;No;Male
2287;8;Low;3;No;Female
2288;10;High;3;No;Male
2289;8;Medium;3;No;Male
2290;7;Low;3;No;Female
2291;6;Medium;2;No;Male
2292;6;Medium;3;No;Female
2293;9;Medium;4;No;Male
2294;7;Low;3;No;Male
2295;8;Low;3;Yes;Female
2296;8;Medium;3;No;Male
2297;8;Medium;1;No;Female
2298;6;High;4;No;Male
2299;9;Medium;2;No;Female
2300;7;Low;3;No;Female
2301;7;Low;3;No;Female
2302;8;Low;5;No;Female
2303;7;Medium;4;No;Female
2304;4;High;3;No;Male
2305;9;Medium;4;No;Male
2306;9;Medium;4;No;Male
2307;4;Low;3;No;Male
2308;5;High;4;No;Female
2309;10;Low;4;No;Male
2310;7;High;5;No;Male
2311;7;Low;3;Yes;Female
2312;6;Low;3;No;Male
2313;5;Medium;5;No;Male
2314;7;Low;2;No;Male
2315;8;Medium;3;No;Female
2316;7;Medium;3;No;Female
2317;8;Medium;3;No;Male
2318;10;Medium;4;No;Male
2319;6;Low;4;No;Female
2320;7;Low;2;Yes;Male
2321;9;Medium;3;No;Female
2322;6;Medium;4;No;Female
2323;7;Medium;4;No;Male
2324;10;High;6;No;Male
2325;6;Medium;4;No;Male
2326;9;Low;2;No;Female
2327;7;Medium;3;No;Male
2328;10;High;3;No;Male
2329;5;Medium;3;No;Female
2330;7;Medium;3;No;Male
2331;5;Medium;4;No;Male
2332;6;Medium;2;No;Female
2333;6;Low;3;No;Male
2334;7;Low;1;No;Female
2335;5;Medium;1;No;Female
2336;7;Medium;4;No;Male
2337;8;High;4;No;Female
2338;5;Low;3;No;Male
2339;6;Low;4;No;Female
2340;10;Low;3;No;Male
2341;7;Medium;1;No;Male
2342;4;Medium;4;No;Male
2343;5;Medium;1;No;Male
2344;7;Low;5;Yes;Female
2345;7;Medium;4;No;Female
2346;6;Medium;5;No;Female
2347;10;Medium;4;Yes;Male
2348;10;Medium;4;No;Male
2349;7;Low;4;No;Female
2350;8;High;3;No;Male
2351;8;Medium;2;Yes;Female
2352;9;High;4;No;Female
2353;6;Medium;4;No;Male
2354;10;Low;5;No;Female
2355;7;Medium;2;No;Female
2356;8;Medium;0;No;Female
2357;7;Medium;4;Yes;Male
2358;7;Medium;4;No;Male
2359;7;Low;2;No;Male
2360;5;Low;3;No;Male
2361;4;Low;3;No;Male
2362;7;High;3;No;Female
2363;6;Low;2;No;Female
2364;8;Medium;4;No;Male
2365;8;Medium;3;No;Male
2366;7;Medium;3;No;Female
2367;9;High;4;No;Male
2368;7;Low;5;No;Female
2369;5;Low;3;Yes;Female
2370;7;Medium;4;No;Female
2371;9;Medium;4;No;Female
2372;4;Medium;2;No;Female
2373;7;Medium;3;No;Male
2374;8;High;4;No;Male
2375;10;High;3;No;Male
2376;9;High;4;No;Male
2377;7;Medium;3;No;Female
2378;8;Low;2;No;Male
2379;4;Low;2;No;Female
2380;5;Medium;3;No;Male
2381;8;Medium;4;No;Male
2382;7;Medium;3;No;Female
2383;7;Medium;4;No;Male
2384;7;High;2;Yes;Female
2385;7;Medium;3;Yes;Female
2386;7;Low;2;No;Male
2387;5;Low;2;No;Male
2388;7;Medium;4;No;Male
2389;5;Medium;4;No;Female
2390;6;Low;3;No;Female
2391;9;Low;2;No;Male
2392;7;High;2;No;Female
2393;8;Medium;3;No;Male
2394;7;Low;4;No;Female
2395;6;Low;2;No;Female
2396;5;High;4;Yes;Female
2397;6;High;5;No;Female
2398;7;Medium;3;No;Male
2399;8;Medium;3;No;Female
2400;7;High;4;No;Male
2401;8;Low;2;No;Female
2402;5;Medium;1;No;Male
2403;8;Low;3;No;Female
2404;5;Medium;2;No;Female
2405;8;Medium;2;No;Female
2406;8;High;3;No;Male
2407;4;Medium;1;No;Female
2408;8;High;4;No;Female
2409;8;Medium;3;No;Female
2410;9;Low;4;No;Male
2411;6;High;1;No;Male
2412;7;Medium;3;No;Male
2413;8;Medium;2;No;Male
2414;8;Low;4;No;Male
2415;8;Medium;4;Yes;Male
2416;6;Low;4;No;Male
2417;8;Low;3;No;Male
2418;8;Low;3;No;Male
2419;7;Medium;3;No;Female
2420;6;Medium;3;No;Male
2421;6;Medium;4;No;Male
2422;9;Low;2;Yes;Male
2423;8;Medium;3;No;Female
2424;7;Medium;3;No;Female
2425;7;Low;3;No;Male
2426;4;Low;3;No;Male
2427;7;Medium;3;No;Female
2428;5;Medium;3;No;Male
2429;7;Low;4;No;Male
2430;9;Low;2;No;Male
2431;6;Low;2;No;Male
2432;7;Medium;2;No;Female
2433;8;High;2;Yes;Male
2434;7;Medium;3;No;Female
2435;6;Low;3;No;Female
2436;7;Medium;3;No;Female
2437;8;High;3;No;Male
2438;7;High;1;No;Male
2439;7;High;3;Yes;Male
2440;9;Medium;2;No;Male
2441;8;Medium;3;No;Female
2442;5;High;5;No;Male
2443;8;High;2;No;Female
2444;8;Low;3;No;Male
2445;5;Medium;4;No;Female
2446;4;High;3;No;Female
2447;5;High;3;No;Male
2448;7;Medium;4;No;Male
2449;9;Medium;4;No;Male
2450;6;Medium;5;No;Male
2451;8;Medium;1;No;Male
2452;4;Medium;4;No;Male
2453;7;Low;2;No;Male
2454;6;Medium;4;No;Female
2455;10;Medium;2;No;Male
2456;4;Medium;5;No;Male
2457;7;Low;2;Yes;Male
2458;4;Medium;2;No;Male
2459;6;Medium;1;No;Male
2460;4;High;2;No;Female
2461;10;Medium;4;No;Male
2462;6;Medium;5;No;Male
2463;7;Low;2;No;Male
2464;7;Low;3;No;Male
2465;5;Low;1;No;Male
2466;9;High;0;No;Female
2467;8;Medium;2;No;Male
2468;8;Medium;5;No;Male
2469;5;Medium;1;No;Female
2470;9;Low;3;Yes;Male
2471;9;Low;2;No;Male
2472;7;Medium;2;No;Female
2473;8;Low;3;No;Male
2474;7;Medium;3;No;Female
2475;5;High;1;No;Male
2476;7;Medium;3;No;Male
2477;6;Medium;3;Yes;Male
2478;7;Medium;2;Yes;Male
2479;9;Medium;2;No;Male
2480;5;High;2;No;Male
2481;6;High;4;No;Female
2482;6;Medium;3;No;Female
2483;6;Low;3;No;Male
2484;6;High;3;No;Female
2485;7;Low;4;No;Female
2486;8;Medium;4;No;Female
2487;8;Medium;4;Yes;Male
2488;7;Low;3;No;Female
2489;8;High;3;No;Male
2490;10;High;1;No;Male
2491;7;High;4;No;Male
2492;9;Low;5;No;Female
2493;8;Medium;3;No;Female
2494;10;High;4;No;Female
2495;8;Low;3;No;Male
2496;6;Medium;4;No;Female
2497;7;Medium;3;No;Male
2498;7;Low;2;No;Male
2499;8;High;3;No;Male
2500;6;Low;2;No;Male
2501;9;Medium;2;No;Female
2502;7;Medium;3;No;Male
2503;8;Medium;2;No;Female
2504;7;Low;3;No;Male
2505;7;Medium;4;Yes;Male
2506;7;High;3;No;Female
2507;8;High;3;No;Male
2508;10;Medium;4;Yes;Female
2509;4;Medium;2;No;Female
2510;8;High;3;No;Male
2511;7;Medium;0;No;Female
2512;7;Medium;4;No;Male
2513;4;High;4;No;Female
2514;8;Medium;1;No;Male
2515;7;Low;2;No;Male
2516;6;Medium;2;No;Male
2517;7;Low;3;No;Male
2518;7;High;2;No;Female
2519;4;Medium;3;No;Female
2520;7;High;5;No;Female
2521;8;Low;3;No;Male
2522;6;High;4;No;Female
2523;7;Medium;3;No;Male
2524;7;High;2;No;Male
2525;9;Medium;3;Yes;Female
2526;7;Medium;1;No;Male
2527;8;Low;3;No;Female
2528;7;Low;3;No;Male
2529;10;Medium;5;No;Male
2530;6;Low;4;No;Female
2531;6;Medium;3;No;Female
2532;7;Medium;2;No;Female
2533;6;Medium;3;No;Male
2534;5;Low;0;No;Female
2535;8;Medium;3;No;Male
2536;4;High;3;No;Male
2537;6;Medium;3;No;Female
2538;5;Medium;2;No;Female
2539;7;Medium;5;No;Female
2540;4;Medium;3;Yes;Male
2541;8;Low;4;No;Female
2542;8;Low;3;No;Female
2543;5;Medium;3;Yes;Male
2544;7;Medium;4;No;Male
2545;8;Medium;4;No;Female
2546;8;Medium;2;No;Male
2547;5;Low;4;No;Female
2548;5;Medium;2;No;Male
2549;9;Medium;4;No;Female
2550;6;Medium;4;No;Female
2551;6;High;3;Yes;Male
2552;8;High;3;No;Female
2553;5;High;2;No;Male
2554;7;Low;3;No;Male
2555;8;Medium;4;No;Male
2556;5;Medium;4;No;Male
2557;6;High;2;No;Female
2558;5;Medium;3;No;Female
2559;6;Low;1;Yes;Male
2560;9;Medium;4;No;Male
2561;9;Low;3;Yes;Male
2562;7;High;3;No;Female
2563;8;Medium;1;No;Female
2564;8;Medium;3;No;Female
2565;6;Low;5;No;Female
2566;7;Medium;3;Yes;Male
2567;5;Medium;3;No;Male
2568;6;Medium;3;No;Female
2569;7;High;2;No;Female
2570;5;Medium;3;No;Female
2571;5;Medium;5;Yes;Female
2572;6;High;3;No;Female
2573;9;Medium;3;No;Female
2574;9;Medium;3;No;Female
2575;7;Medium;3;No;Female
2576;8;Medium;2;No;Male
2577;6;Medium;3;No;Male
2578;4;Low;4;No;Male
2579;6;Medium;3;No;Female
2580;7;Low;3;No;Male
2581;7;Low;1;No;Male
2582;7;Low;3;No;Male
2583;7;Medium;5;No;Female
2584;6;Low;4;No;Male
2585;8;High;4;No;Male
2586;5;Medium;2;No;Male
2587;8;Medium;5;No;Female
2588;6;Medium;2;No;Male
2589;10;Low;3;No;Male
2590;7;High;2;No;Female
2591;6;Low;5;No;Male
2592;6;Low;4;Yes;Male
2593;6;Medium;4;No;Female
2594;8;Medium;0;No;Male
2595;7;Medium;3;No;Female
2596;8;High;2;No;Male
2597;8;Medium;3;No;Male
2598;7;Medium;1;No;Female
2599;8;High;2;No;Female
2600;9;Medium;2;No;Male
2601;8;Medium;1;No;Male
2602;7;Medium;3;No;Female
2603;8;Low;4;No;Female
2604;5;Medium;3;No;Male
2605;10;Medium;2;No;Female
2606;8;High;3;No;Male
2607;8;Medium;3;No;Male
2608;7;Low;4;No;Male
2609;4;Medium;4;No;Male
2610;7;Medium;3;No;Male
2611;7;Medium;3;No;Male
2612;6;Low;4;No;Male
2613;6;Medium;2;No;Male
2614;6;Low;3;No;Male
2615;8;Medium;2;No;Male
2616;9;High;2;No;Female
2617;7;Low;4;No;Male
2618;6;Medium;4;No;Female
2619;6;Medium;3;No;Male
2620;7;Medium;2;No;Male
2621;7;Medium;3;No;Male
2622;8;Medium;4;No;Female
2623;6;Medium;3;No;Male
2624;8;High;3;No;Male
2625;8;Medium;4;No;Female
2626;6;Low;3;No;Female
2627;4;High;4;No;Female
2628;6;Low;4;No;Male
2629;9;Medium;3;No;Male
2630;4;Medium;3;No;Female
2631;9;Medium;3;No;Male
2632;4;Medium;3;No;Female
2633;6;Low;3;No;Female
2634;6;Medium;4;No;Female
2635;10;Medium;2;No;Male
2636;7;Medium;3;No;Male
2637;7;High;1;No;Female
2638;6;Medium;3;Yes;Male
2639;8;Low;4;No;Male
2640;6;Low;2;No;Male
2641;7;Medium;1;No;Male
2642;6;High;2;No;Male
2643;8;Medium;1;No;Female
2644;8;Medium;2;No;Male
2645;6;High;2;No;Male
2646;6;Low;3;No;Male
2647;6;Medium;3;No;Male
2648;7;Medium;4;No;Female
2649;8;Low;5;No;Female
2650;7;Medium;3;No;Male
2651;4;Low;3;No;Female
2652;8;Medium;3;Yes;Male
2653;5;Medium;3;No;Female
2654;6;Medium;2;No;Male
2655;7;Low;5;No;Male
2656;7;Medium;4;Yes;Male
2657;8;Low;4;Yes;Female
2658;6;Low;4;No;Male
2659;6;Medium;4;No;Female
2660;7;Low;3;No;Male
2661;8;Low;4;No;Female
2662;8;Medium;3;No;Male
2663;7;Low;3;No;Female
2664;9;High;2;No;Male
2665;9;Medium;3;No;Male
2666;8;Low;4;No;Female
2667;5;Medium;3;No;Female
2668;8;High;2;No;Female
2669;7;Medium;4;No;Male
2670;6;Medium;3;No;Male
2671;6;Medium;3;No;Male
2672;7;Medium;4;No;Male
2673;6;Low;2;No;Male
2674;7;Low;4;No;Male
2675;7;Medium;2;Yes;Female
2676;7;High;1;Yes;Female
2677;8;Medium;3;No;Male
2678;7;Medium;5;Yes;Male
2679;6;High;3;No;Male
2680;4;Low;4;No;Female
2681;8;Medium;2;No;Male
2682;7;Medium;2;No;Female
2683;7;Low;3;No;Male
2684;9;Medium;2;No;Male
2685;5;Low;4;No;Female
2686;7;Low;2;No;Female
2687;6;Medium;3;No;Male
2688;8;Medium;3;No;Female
2689;4;High;1;No;Female
2690;8;High;2;Yes;Male
2691;8;High;3;No;Female
2692;6;Low;3;No;Female
2693;7;Low;4;No;Female
2694;6;Low;3;No;Male
2695;8;Medium;3;No;Male
2696;8;Low;4;No;Female
2697;5;Medium;2;No;Male
2698;5;Medium;1;No;Male
2699;9;Low;4;No;Female
2700;10;Medium;2;No;Male
2701;8;Low;1;Yes;Female
2702;8;Medium;4;No;Female
2703;7;Low;2;No;Female
2704;7;High;3;No;Female
2705;8;High;3;No;Male
2706;7;Low;5;No;Male
2707;9;High;2;No;Female
2708;7;Medium;4;No;Male
2709;7;Medium;3;No;Female
2710;7;Medium;5;No;Female
2711;7;Medium;3;No;Male
2712;9;Medium;2;No;Female
2713;7;Low;3;No;Male
2714;7;Medium;5;No;Male
2715;7;Medium;3;No;Female
2716;6;Medium;3;No;Female
2717;5;Medium;4;No;Male
2718;9;Low;3;No;Male
2719;9;High;3;No;Male
2720;9;High;3;No;Male
2721;5;Low;4;No;Male
2722;9;Medium;3;No;Male
2723;10;Medium;4;No;Female
2724;9;Medium;3;No;Female
2725;9;Medium;3;No;Male
2726;8;Medium;2;No;Male
2727;6;Medium;1;No;Female
2728;8;Medium;3;No;Female
2729;5;Medium;3;No;Female
2730;6;Medium;4;No;Male
2731;7;High;3;No;Male
2732;7;Medium;3;No;Male
2733;8;Low;2;No;Female
2734;4;Medium;4;No;Male
2735;7;Medium;4;Yes;Female
2736;8;Medium;1;No;Male
2737;8;Medium;3;No;Male
2738;8;Medium;2;No;Female
2739;7;High;4;No;Male
2740;6;Low;3;No;Female
2741;8;Medium;3;Yes;Male
2742;7;Medium;3;No;Male
2743;8;High;4;No;Male
2744;8;High;2;No;Male
2745;7;Medium;4;No;Male
2746;6;Medium;3;Yes;Female
2747;9;Low;3;No;Female
2748;8;Medium;2;No;Male
2749;10;Medium;2;No;Male
2750;8;High;4;No;Female
2751;8;Low;2;No;Male
2752;5;Low;4;No;Male
2753;7;Medium;2;No;Male
2754;7;Medium;3;No;Female
2755;8;Medium;3;No;Male
2756;8;Low;5;No;Male
2757;8;Medium;2;No;Male
