Family_ID;Student_ID;Parental_Involvement;Family_Income;Parental_Education_Level
3509;3509;Low;Medium;Postgraduate
3510;3510;Medium;Medium;College
3511;3511;High;High;Postgraduate
3512;3512;Low;Low;High School
3513;3513;High;Medium;High School
3514;3514;Medium;Medium;High School
3515;3515;High;Low;High School
3516;3516;Medium;Medium;High School
3517;3517;Low;Medium;High School
3518;3518;High;Low;College
3519;3519;Low;Low;High School
3520;3520;Medium;Low;College
3521;3521;Medium;Medium;College
3522;3522;Medium;Low;Postgraduate
3523;3523;High;Medium;High School
3524;3524;High;High;Postgraduate
3525;3525;High;Low;High School
3526;3526;High;Low;Postgraduate
3527;3527;Medium;Low;
3528;3528;Low;Medium;High School
3529;3529;High;High;High School
3530;3530;Medium;Low;Postgraduate
3531;3531;Low;Low;High School
3532;3532;Medium;Medium;College
3533;3533;High;High;Postgraduate
3534;3534;Low;High;High School
3535;3535;High;Low;High School
3536;3536;Medium;Medium;High School
3537;3537;Low;Medium;College
3538;3538;High;Medium;High School
3539;3539;High;Medium;College
3540;3540;Medium;Low;High School
3541;3541;Medium;Low;High School
3542;3542;Medium;Medium;High School
3543;3543;High;Medium;Postgraduate
3544;3544;Low;Low;High School
3545;3545;Medium;Medium;High School
3546;3546;High;High;Postgraduate
3547;3547;Medium;Medium;High School
3548;3548;Medium;Medium;High School
3549;3549;High;Low;College
3550;3550;High;Low;High School
3551;3551;High;Medium;Postgraduate
3552;3552;Medium;Medium;College
3553;3553;High;Medium;College
3554;3554;High;Low;College
3555;3555;Low;Medium;High School
3556;3556;Medium;Low;Postgraduate
3557;3557;Low;Medium;High School
3558;3558;High;High;Postgraduate
3559;3559;High;Low;Postgraduate
3560;3560;High;Low;High School
3561;3561;Low;High;College
3562;3562;Medium;Medium;High School
3563;3563;Low;Medium;College
3564;3564;High;Low;High School
3565;3565;Medium;Medium;Postgraduate
3566;3566;Low;Medium;College
3567;3567;Low;Medium;College
3568;3568;Medium;Low;Postgraduate
3569;3569;Medium;Medium;Postgraduate
3570;3570;High;Low;High School
3571;3571;Medium;High;High School
3572;3572;Medium;High;High School
3573;3573;Low;Medium;College
3574;3574;Medium;High;College
3575;3575;High;Medium;High School
3576;3576;Medium;Low;High School
3577;3577;Low;Medium;High School
3578;3578;High;Medium;High School
3579;3579;Low;Medium;High School
3580;3580;High;Medium;High School
3581;3581;Medium;High;High School
3582;3582;Medium;High;Postgraduate
3583;3583;Low;Medium;High School
3584;3584;Low;Medium;Postgraduate
3585;3585;High;Medium;College
3586;3586;High;High;High School
3587;3587;Medium;Low;High School
3588;3588;Low;Medium;Postgraduate
3589;3589;High;Medium;High School
3590;3590;Medium;Low;High School
3591;3591;Medium;Medium;High School
3592;3592;Medium;Low;Postgraduate
3593;3593;Medium;Medium;High School
3594;3594;Medium;Medium;College
3595;3595;Medium;Low;High School
3596;3596;Medium;Low;High School
3597;3597;High;Low;Postgraduate
3598;3598;Medium;Medium;College
3599;3599;Medium;High;College
3600;3600;Medium;Low;College
3601;3601;High;Medium;High School
3602;3602;Low;Low;College
3603;3603;Low;High;College
3604;3604;High;High;Postgraduate
3605;3605;Low;Low;Postgraduate
3606;3606;Medium;Medium;College
3607;3607;High;High;High School
3608;3608;Medium;Medium;Postgraduate
3609;3609;Low;Low;Postgraduate
3610;3610;Medium;High;Postgraduate
3611;3611;High;Low;High School
3612;3612;Medium;Low;High School
3613;3613;High;High;College
3614;3614;High;Medium;High School
3615;3615;Medium;Low;High School
3616;3616;High;Medium;High School
3617;3617;Medium;High;Postgraduate
3618;3618;Medium;Low;High School
3619;3619;Medium;Low;Postgraduate
3620;3620;Low;Medium;Postgraduate
3621;3621;Medium;Low;High School
3622;3622;Medium;High;High School
3623;3623;Medium;Medium;College
3624;3624;Medium;Medium;High School
3625;3625;High;Low;High School
3626;3626;Medium;Medium;High School
3627;3627;High;Low;High School
3628;3628;High;High;Postgraduate
3629;3629;Medium;Low;High School
3630;3630;Medium;Medium;College
3631;3631;Medium;Medium;College
3632;3632;High;Medium;Postgraduate
3633;3633;Low;Medium;College
3634;3634;Medium;Low;High School
3635;3635;Low;Low;College
3636;3636;Medium;Low;Postgraduate
3637;3637;Medium;High;College
3638;3638;Low;Low;College
3639;3639;Medium;Low;Postgraduate
3640;3640;High;Low;College
3641;3641;High;Low;College
3642;3642;Medium;High;College
3643;3643;High;Low;Postgraduate
3644;3644;High;Low;College
3645;3645;Low;High;High School
3646;3646;Medium;Low;Postgraduate
3647;3647;High;Low;High School
3648;3648;Medium;Medium;Postgraduate
3649;3649;High;High;High School
3650;3650;Medium;High;High School
3651;3651;Low;Medium;College
3652;3652;Medium;High;High School
3653;3653;Medium;Medium;Postgraduate
3654;3654;Medium;Medium;College
3655;3655;Medium;Medium;High School
3656;3656;Medium;Medium;Postgraduate
3657;3657;Medium;Medium;Postgraduate
3658;3658;Low;High;High School
3659;3659;High;Medium;High School
3660;3660;Medium;High;Postgraduate
3661;3661;High;Medium;High School
3662;3662;High;High;High School
3663;3663;Medium;Medium;Postgraduate
3664;3664;Low;Medium;College
3665;3665;High;Low;High School
3666;3666;High;High;Postgraduate
3667;3667;Low;High;College
3668;3668;High;High;College
3669;3669;Low;Medium;College
3670;3670;Low;Medium;High School
3671;3671;Medium;Low;High School
3672;3672;Low;Low;Postgraduate
3673;3673;High;Low;Postgraduate
3674;3674;High;Medium;High School
3675;3675;Medium;Low;Postgraduate
3676;3676;Low;High;High School
3677;3677;Medium;High;High School
3678;3678;Medium;Medium;Postgraduate
3679;3679;Medium;Medium;High School
3680;3680;Low;Low;Postgraduate
3681;3681;Medium;High;High School
3682;3682;Medium;High;High School
3683;3683;High;Low;High School
3684;3684;High;Low;High School
3685;3685;Medium;High;College
3686;3686;Medium;High;College
3687;3687;Low;High;High School
3688;3688;Medium;Low;High School
3689;3689;High;Medium;High School
3690;3690;Medium;High;High School
3691;3691;Low;Low;High School
3692;3692;Medium;Medium;College
3693;3693;High;Medium;High School
3694;3694;Medium;Low;High School
3695;3695;Low;High;College
3696;3696;High;High;High School
3697;3697;Medium;Medium;High School
3698;3698;Medium;Medium;High School
3699;3699;Medium;Medium;High School
3700;3700;High;Low;College
3701;3701;High;Low;Postgraduate
3702;3702;Medium;Medium;College
3703;3703;Low;Low;High School
3704;3704;Medium;Medium;High School
3705;3705;Low;Medium;High School
3706;3706;Low;Medium;College
3707;3707;Medium;Medium;High School
3708;3708;Low;High;College
3709;3709;High;Low;High School
3710;3710;Low;High;High School
3711;3711;Medium;High;College
3712;3712;Low;Medium;High School
3713;3713;Medium;Low;High School
3714;3714;Low;High;High School
3715;3715;Medium;Medium;High School
3716;3716;High;High;College
3717;3717;High;Medium;High School
3718;3718;Medium;High;Postgraduate
3719;3719;Low;Low;College
3720;3720;Low;Medium;Postgraduate
3721;3721;High;Medium;High School
3722;3722;Medium;High;Postgraduate
3723;3723;Medium;High;High School
3724;3724;High;Medium;College
3725;3725;High;Low;High School
3726;3726;High;High;High School
3727;3727;High;Medium;College
3728;3728;Medium;High;High School
3729;3729;High;High;Postgraduate
3730;3730;Medium;Medium;High School
3731;3731;High;Medium;Postgraduate
3732;3732;Medium;High;College
3733;3733;Medium;Low;High School
3734;3734;Medium;High;College
3735;3735;Low;Low;High School
3736;3736;Medium;Low;College
3737;3737;Medium;High;High School
3738;3738;Medium;High;Postgraduate
3739;3739;Medium;Low;High School
3740;3740;Medium;High;College
3741;3741;Low;Medium;High School
3742;3742;Medium;Medium;
3743;3743;High;Medium;High School
3744;3744;Medium;Medium;Postgraduate
3745;3745;Medium;Low;High School
3746;3746;Medium;Low;High School
3747;3747;High;High;Postgraduate
3748;3748;Medium;High;High School
3749;3749;Low;Low;High School
3750;3750;High;Medium;College
3751;3751;High;Medium;
3752;3752;High;High;High School
3753;3753;Medium;Low;Postgraduate
3754;3754;High;Medium;High School
3755;3755;Medium;Low;High School
3756;3756;High;Low;College
3757;3757;High;Medium;Postgraduate
3758;3758;High;High;High School
3759;3759;Medium;Medium;College
3760;3760;High;Medium;College
3761;3761;Low;High;High School
3762;3762;Low;Low;High School
3763;3763;Medium;Medium;College
3764;3764;Medium;Low;High School
3765;3765;Low;Low;High School
3766;3766;Medium;Medium;Postgraduate
3767;3767;Low;Low;High School
3768;3768;Medium;Low;High School
3769;3769;High;Medium;High School
3770;3770;High;High;High School
3771;3771;Medium;Medium;College
3772;3772;High;Medium;College
3773;3773;Medium;Low;High School
3774;3774;High;Medium;High School
3775;3775;Medium;Low;
3776;3776;High;High;College
3777;3777;High;Low;College
3778;3778;Medium;High;College
3779;3779;Medium;Low;Postgraduate
3780;3780;Medium;High;Postgraduate
3781;3781;Medium;Low;High School
3782;3782;Medium;Low;High School
3783;3783;Medium;Medium;High School
3784;3784;Medium;Low;Postgraduate
3785;3785;Medium;Low;College
3786;3786;High;Low;High School
3787;3787;High;Low;College
3788;3788;Low;Medium;College
3789;3789;Medium;Low;Postgraduate
3790;3790;Low;Low;College
3791;3791;Low;Medium;College
3792;3792;Medium;Medium;High School
3793;3793;High;Low;High School
3794;3794;High;Low;High School
3795;3795;Medium;Medium;High School
3796;3796;Medium;High;High School
3797;3797;High;Medium;High School
3798;3798;High;High;High School
3799;3799;High;High;Postgraduate
3800;3800;Low;Medium;Postgraduate
3801;3801;Medium;Medium;College
3802;3802;Low;Medium;High School
3803;3803;Medium;Low;College
3804;3804;High;High;College
3805;3805;Medium;Medium;High School
3806;3806;High;High;High School
3807;3807;Medium;Medium;High School
3808;3808;High;Low;College
3809;3809;Low;Low;College
3810;3810;Low;Low;High School
3811;3811;Medium;Low;College
3812;3812;Low;Low;College
3813;3813;High;High;High School
3814;3814;Low;Low;College
3815;3815;High;High;College
3816;3816;Low;Medium;Postgraduate
3817;3817;Medium;Medium;High School
3818;3818;High;Medium;Postgraduate
3819;3819;High;High;Postgraduate
3820;3820;Medium;Medium;College
3821;3821;High;Low;College
3822;3822;Medium;Medium;Postgraduate
3823;3823;Medium;Low;High School
3824;3824;High;Medium;College
3825;3825;Medium;Medium;High School
3826;3826;Medium;Medium;Postgraduate
3827;3827;Medium;High;High School
3828;3828;Medium;High;High School
3829;3829;Low;Low;High School
3830;3830;Low;Medium;Postgraduate
3831;3831;High;Medium;College
3832;3832;Medium;Low;Postgraduate
3833;3833;Medium;Medium;Postgraduate
3834;3834;High;High;High School
3835;3835;Medium;Low;College
3836;3836;High;Low;High School
3837;3837;High;High;High School
3838;3838;High;Low;High School
3839;3839;Medium;Medium;College
3840;3840;Medium;Medium;Postgraduate
3841;3841;Medium;Low;High School
3842;3842;Medium;Medium;College
3843;3843;Medium;Low;High School
3844;3844;Medium;Low;Postgraduate
3845;3845;Medium;Low;High School
3846;3846;Low;Medium;College
3847;3847;Medium;Low;Postgraduate
3848;3848;High;Medium;College
3849;3849;Low;Medium;College
3850;3850;Low;Medium;Postgraduate
3851;3851;Medium;High;Postgraduate
3852;3852;Medium;Medium;High School
3853;3853;Low;Medium;High School
3854;3854;Low;High;Postgraduate
3855;3855;Medium;Medium;High School
3856;3856;High;Low;Postgraduate
3857;3857;Low;High;High School
3858;3858;Medium;Low;High School
3859;3859;Medium;Low;High School
3860;3860;Low;High;Postgraduate
3861;3861;Medium;Low;College
3862;3862;Medium;Medium;High School
3863;3863;High;Low;Postgraduate
3864;3864;Medium;High;High School
3865;3865;Medium;High;High School
3866;3866;Medium;High;High School
3867;3867;High;Low;High School
3868;3868;Low;Low;High School
3869;3869;Medium;Medium;College
3870;3870;High;Low;College
3871;3871;High;Medium;College
3872;3872;Medium;High;High School
3873;3873;Medium;Low;Postgraduate
3874;3874;Medium;Low;College
3875;3875;Medium;High;Postgraduate
3876;3876;Medium;Medium;Postgraduate
3877;3877;High;Low;College
3878;3878;High;Medium;Postgraduate
3879;3879;Medium;Medium;High School
3880;3880;High;High;College
3881;3881;High;Medium;College
3882;3882;High;Medium;High School
3883;3883;High;Medium;College
3884;3884;Medium;Medium;High School
3885;3885;Medium;High;College
3886;3886;Low;High;High School
3887;3887;Low;Medium;College
3888;3888;Medium;Medium;College
3889;3889;Low;Low;High School
3890;3890;Medium;Low;College
3891;3891;Medium;High;High School
3892;3892;Medium;Medium;High School
3893;3893;Low;Medium;High School
3894;3894;Low;Medium;High School
3895;3895;Low;Low;High School
3896;3896;Low;High;College
3897;3897;High;Medium;High School
3898;3898;Medium;Low;High School
3899;3899;Medium;Low;High School
3900;3900;Low;Medium;College
3901;3901;Medium;High;
3902;3902;Medium;Medium;High School
3903;3903;Low;Low;High School
3904;3904;High;Medium;College
3905;3905;High;Medium;Postgraduate
3906;3906;Medium;Medium;High School
3907;3907;Medium;Low;High School
3908;3908;Medium;High;High School
3909;3909;Medium;Medium;Postgraduate
3910;3910;High;Medium;College
3911;3911;Low;High;High School
3912;3912;Medium;Medium;College
3913;3913;Medium;Medium;High School
3914;3914;Medium;Medium;College
3915;3915;High;Low;High School
3916;3916;Medium;High;High School
3917;3917;Low;Medium;College
3918;3918;Medium;Low;High School
3919;3919;Low;High;High School
3920;3920;Low;Medium;College
3921;3921;Medium;Medium;College
3922;3922;Medium;High;High School
3923;3923;Medium;Medium;High School
3924;3924;Medium;Low;
3925;3925;Low;Low;College
3926;3926;Medium;High;College
3927;3927;Low;Low;High School
3928;3928;High;Medium;High School
3929;3929;Medium;Medium;High School
3930;3930;Medium;Medium;Postgraduate
3931;3931;High;Medium;High School
3932;3932;Medium;Medium;High School
3933;3933;High;Medium;High School
3934;3934;High;Low;College
3935;3935;Medium;Low;Postgraduate
3936;3936;High;Medium;Postgraduate
3937;3937;Low;Medium;High School
3938;3938;Medium;Low;High School
3939;3939;High;Medium;College
3940;3940;Low;High;High School
3941;3941;Medium;Low;High School
3942;3942;High;Low;High School
3943;3943;High;Medium;High School
3944;3944;Medium;High;Postgraduate
3945;3945;High;Low;High School
3946;3946;Medium;Low;College
3947;3947;Medium;Low;College
3948;3948;Medium;Low;High School
3949;3949;Medium;Medium;High School
3950;3950;Medium;Medium;High School
3951;3951;Medium;Low;College
3952;3952;Medium;Low;Postgraduate
3953;3953;Medium;Medium;High School
3954;3954;High;Medium;High School
3955;3955;Medium;Medium;High School
3956;3956;Medium;Medium;Postgraduate
3957;3957;High;Medium;College
3958;3958;Medium;High;Postgraduate
3959;3959;High;Low;College
3960;3960;Low;High;High School
3961;3961;Medium;Low;High School
3962;3962;Low;High;High School
3963;3963;Low;Medium;Postgraduate
3964;3964;Medium;Medium;
3965;3965;Medium;Medium;High School
3966;3966;High;Medium;Postgraduate
3967;3967;Medium;Medium;College
3968;3968;Medium;Low;College
3969;3969;High;Medium;College
3970;3970;Medium;Low;College
3971;3971;High;Low;High School
3972;3972;Medium;Medium;Postgraduate
3973;3973;Low;High;College
3974;3974;Medium;Medium;High School
3975;3975;Medium;High;High School
3976;3976;Medium;Medium;High School
3977;3977;High;Low;College
3978;3978;Medium;Low;Postgraduate
3979;3979;Medium;Low;College
3980;3980;Medium;Medium;College
3981;3981;Low;Low;High School
3982;3982;Medium;Medium;Postgraduate
3983;3983;Medium;High;College
3984;3984;Medium;Medium;Postgraduate
3985;3985;Medium;Medium;High School
3986;3986;High;Low;College
3987;3987;Low;Medium;High School
3988;3988;Medium;Low;Postgraduate
3989;3989;High;High;High School
3990;3990;High;Low;High School
3991;3991;Medium;Low;High School
3992;3992;High;Medium;High School
3993;3993;Low;Low;Postgraduate
3994;3994;Medium;Low;College
3995;3995;High;Medium;College
3996;3996;High;Low;High School
3997;3997;Medium;High;Postgraduate
3998;3998;Low;Low;Postgraduate
3999;3999;Low;Low;Postgraduate
4000;4000;Medium;Low;High School
4001;4001;High;Low;High School
4002;4002;Medium;High;Postgraduate
4003;4003;Medium;Low;High School
4004;4004;Medium;Medium;High School
4005;4005;High;High;Postgraduate
4006;4006;Low;Low;High School
4007;4007;Medium;Medium;High School
4008;4008;High;Medium;High School
4009;4009;Medium;Medium;College
4010;4010;High;High;College
4011;4011;Medium;Medium;High School
4012;4012;Low;Low;High School
4013;4013;Medium;Low;College
4014;4014;Medium;Low;College
4015;4015;Medium;Low;College
4016;4016;Medium;Medium;High School
4017;4017;Medium;High;High School
4018;4018;Medium;Medium;High School
4019;4019;Medium;High;Postgraduate
4020;4020;Medium;Medium;Postgraduate
4021;4021;Medium;High;High School
4022;4022;Medium;Low;Postgraduate
4023;4023;Low;Medium;College
4024;4024;Medium;Low;
4025;4025;Medium;Medium;High School
4026;4026;Low;High;High School
4027;4027;Medium;Low;College
4028;4028;Medium;Low;High School
4029;4029;High;Low;Postgraduate
4030;4030;Medium;High;Postgraduate
4031;4031;Medium;Medium;College
4032;4032;Low;Medium;College
4033;4033;High;Medium;Postgraduate
4034;4034;Low;Medium;Postgraduate
4035;4035;Medium;High;High School
4036;4036;High;Medium;High School
4037;4037;Medium;Medium;High School
4038;4038;Medium;High;High School
4039;4039;Medium;Medium;High School
4040;4040;Low;Low;High School
4041;4041;Medium;Medium;Postgraduate
4042;4042;Medium;Medium;College
4043;4043;High;Low;High School
4044;4044;Low;Low;Postgraduate
4045;4045;High;Low;High School
4046;4046;High;Medium;College
4047;4047;Low;Low;High School
4048;4048;Medium;High;High School
4049;4049;Medium;Medium;Postgraduate
4050;4050;Medium;High;Postgraduate
4051;4051;Low;Low;High School
4052;4052;Low;High;Postgraduate
4053;4053;High;High;Postgraduate
4054;4054;Low;Low;Postgraduate
4055;4055;Low;Low;High School
4056;4056;High;Medium;High School
4057;4057;Medium;Medium;College
4058;4058;Medium;Medium;College
4059;4059;Medium;Low;High School
4060;4060;Medium;Medium;High School
4061;4061;Medium;Low;High School
4062;4062;High;Low;Postgraduate
4063;4063;Medium;Medium;Postgraduate
4064;4064;Medium;Low;Postgraduate
4065;4065;Low;Medium;High School
4066;4066;Medium;Low;High School
4067;4067;Medium;Medium;Postgraduate
4068;4068;Low;Medium;High School
4069;4069;Medium;Medium;Postgraduate
4070;4070;Low;Low;High School
4071;4071;Medium;Low;College
4072;4072;High;High;High School
4073;4073;Medium;Low;Postgraduate
4074;4074;Low;High;High School
4075;4075;Medium;Medium;Postgraduate
4076;4076;Low;Medium;High School
4077;4077;High;High;High School
4078;4078;Medium;Medium;High School
4079;4079;High;Low;High School
4080;4080;High;Low;College
4081;4081;Medium;Medium;High School
4082;4082;High;Medium;College
4083;4083;High;Low;College
4084;4084;Medium;Low;High School
4085;4085;Medium;Medium;Postgraduate
4086;4086;Medium;Medium;College
4087;4087;Medium;High;Postgraduate
4088;4088;Low;High;College
4089;4089;Medium;High;College
4090;4090;Medium;Medium;High School
4091;4091;Low;Medium;Postgraduate
4092;4092;High;Low;College
4093;4093;Medium;High;High School
4094;4094;Medium;High;High School
4095;4095;Medium;Medium;College
4096;4096;Medium;Medium;College
4097;4097;High;High;College
4098;4098;Medium;High;High School
4099;4099;High;High;High School
4100;4100;Medium;High;College
4101;4101;High;Medium;Postgraduate
4102;4102;High;Medium;College
4103;4103;High;Medium;College
4104;4104;Low;Medium;High School
4105;4105;Medium;High;High School
4106;4106;Low;Low;High School
4107;4107;Medium;Low;High School
4108;4108;Medium;Medium;Postgraduate
4109;4109;Medium;High;Postgraduate
4110;4110;High;Medium;College
4111;4111;Medium;Low;College
4112;4112;High;Medium;Postgraduate
4113;4113;Low;Medium;High School
4114;4114;Medium;High;High School
4115;4115;Medium;High;Postgraduate
4116;4116;Medium;Low;High School
4117;4117;Low;Low;Postgraduate
4118;4118;High;Medium;College
4119;4119;Medium;Medium;Postgraduate
4120;4120;High;Low;High School
4121;4121;High;High;Postgraduate
4122;4122;Medium;High;High School
4123;4123;High;Medium;High School
4124;4124;High;Low;College
4125;4125;High;Low;Postgraduate
4126;4126;High;Low;College
4127;4127;High;Low;College
4128;4128;Medium;High;Postgraduate
4129;4129;Medium;Low;High School
4130;4130;High;Low;High School
4131;4131;High;Low;Postgraduate
4132;4132;Medium;Low;Postgraduate
4133;4133;Medium;Low;High School
4134;4134;Medium;High;High School
4135;4135;Medium;High;Postgraduate
4136;4136;Low;Medium;High School
4137;4137;Low;Low;High School
4138;4138;High;Medium;College
4139;4139;Medium;High;College
4140;4140;Medium;High;College
4141;4141;High;Medium;High School
4142;4142;High;Low;College
4143;4143;Low;High;High School
4144;4144;Low;Medium;Postgraduate
4145;4145;Medium;Medium;High School
4146;4146;High;Low;College
4147;4147;Low;Low;College
4148;4148;Medium;Medium;Postgraduate
4149;4149;High;Low;College
4150;4150;High;Medium;High School
4151;4151;Medium;Medium;Postgraduate
4152;4152;Low;High;College
4153;4153;Medium;Low;High School
4154;4154;Medium;Medium;College
4155;4155;Medium;Low;College
4156;4156;Medium;High;High School
4157;4157;Medium;Medium;College
4158;4158;Low;Low;College
4159;4159;High;Medium;High School
4160;4160;Medium;Medium;High School
4161;4161;Medium;Medium;High School
4162;4162;High;High;High School
4163;4163;Medium;High;Postgraduate
4164;4164;High;Low;College
4165;4165;Medium;Medium;Postgraduate
4166;4166;Medium;Medium;High School
4167;4167;Medium;Medium;High School
4168;4168;Medium;High;College
4169;4169;Medium;Medium;Postgraduate
4170;4170;Medium;Low;Postgraduate
4171;4171;Low;Medium;
4172;4172;Medium;Low;High School
4173;4173;Medium;Low;Postgraduate
4174;4174;Medium;Medium;College
4175;4175;Medium;Low;High School
4176;4176;High;Medium;High School
4177;4177;Medium;High;High School
4178;4178;High;High;College
4179;4179;Low;Low;College
4180;4180;Medium;Medium;High School
4181;4181;Medium;Medium;College
4182;4182;High;Medium;College
4183;4183;High;Low;High School
4184;4184;High;Low;High School
4185;4185;Low;Medium;College
4186;4186;High;Medium;High School
4187;4187;Medium;Medium;High School
4188;4188;Low;Medium;High School
4189;4189;Medium;High;Postgraduate
4190;4190;Medium;High;College
4191;4191;High;Low;Postgraduate
4192;4192;Medium;Medium;High School
4193;4193;Low;Medium;College
4194;4194;Medium;Low;College
4195;4195;High;Medium;Postgraduate
4196;4196;Medium;Low;High School
4197;4197;Medium;Low;College
4198;4198;Medium;Low;Postgraduate
4199;4199;High;Low;High School
4200;4200;High;Medium;Postgraduate
4201;4201;Medium;Low;High School
4202;4202;Medium;Medium;High School
4203;4203;High;High;College
4204;4204;High;Medium;College
4205;4205;Low;High;High School
4206;4206;Medium;Low;College
4207;4207;High;Low;High School
4208;4208;Medium;High;High School
4209;4209;Medium;High;College
4210;4210;Medium;Low;High School
4211;4211;Medium;Medium;College
4212;4212;Medium;Medium;Postgraduate
4213;4213;High;Medium;Postgraduate
4214;4214;Medium;Medium;College
4215;4215;High;Low;College
4216;4216;High;Low;High School
4217;4217;Medium;Low;High School
4218;4218;High;Low;College
4219;4219;Medium;Low;High School
4220;4220;Medium;Low;High School
4221;4221;Medium;Low;High School
4222;4222;Medium;Low;College
4223;4223;Low;Medium;Postgraduate
4224;4224;Medium;Low;High School
4225;4225;Medium;High;Postgraduate
4226;4226;Medium;Medium;College
4227;4227;High;High;High School
4228;4228;High;Medium;High School
4229;4229;Medium;Low;Postgraduate
4230;4230;Medium;High;College
4231;4231;Low;Low;High School
4232;4232;Medium;Low;High School
4233;4233;High;Low;Postgraduate
4234;4234;High;Medium;Postgraduate
4235;4235;Medium;Medium;High School
4236;4236;Medium;Low;High School
4237;4237;Medium;Medium;College
4238;4238;Medium;High;College
4239;4239;High;Medium;High School
4240;4240;Medium;Low;College
4241;4241;High;Low;High School
4242;4242;Medium;Medium;High School
4243;4243;Medium;Low;College
4244;4244;Medium;Medium;High School
4245;4245;Low;Medium;Postgraduate
4246;4246;High;Low;High School
4247;4247;High;Medium;High School
4248;4248;High;High;High School
4249;4249;Low;Medium;High School
4250;4250;High;High;High School
4251;4251;Low;Medium;High School
4252;4252;Low;Medium;Postgraduate
4253;4253;Medium;High;College
4254;4254;Medium;Medium;College
4255;4255;High;Low;College
4256;4256;Medium;Low;High School
4257;4257;Low;High;Postgraduate
4258;4258;Medium;Medium;Postgraduate
4259;4259;Medium;Medium;High School
4260;4260;Low;Medium;High School
4261;4261;Medium;Medium;Postgraduate
4262;4262;High;Medium;High School
4263;4263;Medium;Medium;Postgraduate
4264;4264;High;High;College
4265;4265;Medium;Low;Postgraduate
4266;4266;Medium;Medium;College
4267;4267;Medium;Medium;High School
4268;4268;High;Low;Postgraduate
4269;4269;Medium;Low;College
4270;4270;Low;Medium;Postgraduate
4271;4271;High;Low;High School
4272;4272;Low;Medium;College
4273;4273;High;Low;College
4274;4274;Low;Low;High School
4275;4275;High;High;High School
4276;4276;Medium;Low;Postgraduate
4277;4277;Medium;High;High School
4278;4278;Low;Medium;College
4279;4279;Medium;Low;High School
4280;4280;High;Medium;High School
4281;4281;High;Medium;High School
4282;4282;Medium;High;High School
4283;4283;Medium;Low;High School
4284;4284;Low;Medium;High School
4285;4285;Medium;Medium;College
4286;4286;Medium;Medium;College
4287;4287;Low;Medium;
4288;4288;Medium;Medium;Postgraduate
4289;4289;Medium;Medium;High School
4290;4290;Low;High;High School
4291;4291;Low;High;Postgraduate
4292;4292;Medium;Low;High School
4293;4293;Low;Medium;High School
4294;4294;High;High;High School
4295;4295;Medium;High;College
4296;4296;Low;Low;High School
4297;4297;High;High;College
4298;4298;Medium;Low;Postgraduate
4299;4299;Medium;Medium;College
4300;4300;Medium;Medium;College
4301;4301;Low;High;High School
4302;4302;Medium;High;College
4303;4303;Medium;High;Postgraduate
4304;4304;High;Medium;High School
4305;4305;Medium;Low;High School
4306;4306;Medium;Low;High School
4307;4307;High;Low;Postgraduate
4308;4308;Medium;Low;High School
4309;4309;Medium;High;High School
4310;4310;Medium;Medium;High School
4311;4311;Low;High;Postgraduate
4312;4312;High;Medium;High School
4313;4313;High;High;High School
4314;4314;Medium;High;College
4315;4315;High;Medium;High School
4316;4316;Medium;Low;High School
4317;4317;Medium;Low;High School
4318;4318;Low;Low;Postgraduate
4319;4319;Medium;Low;College
4320;4320;Medium;Medium;Postgraduate
4321;4321;Low;Medium;High School
4322;4322;Medium;Low;Postgraduate
4323;4323;High;High;Postgraduate
4324;4324;High;High;High School
4325;4325;Medium;Low;College
4326;4326;Medium;Low;Postgraduate
4327;4327;Low;Low;Postgraduate
4328;4328;High;Medium;College
4329;4329;High;High;College
4330;4330;Medium;Medium;College
4331;4331;Low;Medium;Postgraduate
4332;4332;Medium;Low;High School
4333;4333;Low;Medium;College
4334;4334;Medium;Low;High School
4335;4335;Medium;Medium;High School
4336;4336;Medium;Low;High School
4337;4337;Medium;Low;College
4338;4338;Low;Medium;High School
4339;4339;High;Low;High School
4340;4340;Low;Medium;High School
4341;4341;High;Medium;College
4342;4342;Medium;High;High School
4343;4343;Medium;High;High School
4344;4344;Low;Medium;College
4345;4345;High;Medium;High School
4346;4346;Medium;Low;High School
4347;4347;Medium;Medium;High School
4348;4348;Low;Medium;
4349;4349;Medium;Low;High School
4350;4350;Medium;Medium;High School
4351;4351;High;Low;High School
4352;4352;High;High;College
4353;4353;High;Low;Postgraduate
4354;4354;High;Medium;Postgraduate
4355;4355;Low;Low;College
4356;4356;Medium;Low;Postgraduate
4357;4357;Medium;Low;College
4358;4358;Low;Medium;High School
4359;4359;High;Medium;College
4360;4360;Low;Medium;College
4361;4361;High;Medium;High School
4362;4362;High;Low;Postgraduate
4363;4363;Medium;Low;Postgraduate
4364;4364;Low;Low;College
4365;4365;Low;Medium;Postgraduate
4366;4366;Medium;Low;Postgraduate
4367;4367;Medium;Low;High School
4368;4368;Medium;Low;College
4369;4369;Medium;Medium;Postgraduate
4370;4370;High;Medium;College
4371;4371;Medium;Medium;High School
4372;4372;Low;Medium;College
4373;4373;High;Low;High School
4374;4374;Medium;Medium;High School
4375;4375;Medium;Low;Postgraduate
4376;4376;High;High;High School
4377;4377;High;Low;Postgraduate
4378;4378;High;High;College
4379;4379;Low;Low;College
4380;4380;Medium;Medium;High School
