AF_ID;Student_ID;Hours_Studied;Access_to_Resources;Extracurricular_Activities;Internet_Access;Peer_Influence
3248;3248;16;Low;Yes;Yes;Neutral
3249;3249;21;Low;No;Yes;Neutral
3250;3250;9;High;No;No;Negative
3251;3251;24;Medium;No;Yes;Neutral
3252;3252;22;Medium;Yes;Yes;Positive
3253;3253;24;Medium;Yes;Yes;Positive
3254;3254;26;Medium;No;Yes;Neutral
3255;3255;22;Medium;No;Yes;Neutral
3256;3256;21;Low;Yes;Yes;Neutral
3257;3257;15;Medium;Yes;Yes;Negative
3258;3258;16;Medium;No;Yes;Neutral
3259;3259;27;Medium;Yes;Yes;Neutral
3260;3260;29;Medium;Yes;Yes;Neutral
3261;3261;19;Low;Yes;No;Positive
3262;3262;20;Medium;Yes;Yes;Neutral
3263;3263;15;High;Yes;No;Negative
3264;3264;27;Medium;No;Yes;Negative
3265;3265;24;High;Yes;Yes;Positive
3266;3266;32;Medium;Yes;No;Positive
3267;3267;15;High;No;Yes;Positive
3268;3268;18;Medium;No;Yes;Neutral
3269;3269;21;High;No;Yes;Positive
3270;3270;24;Medium;No;Yes;Neutral
3271;3271;19;High;No;Yes;Neutral
3272;3272;15;High;No;Yes;Negative
3273;3273;25;Medium;No;Yes;Neutral
3274;3274;24;High;No;Yes;Neutral
3275;3275;15;Medium;No;Yes;Positive
3276;3276;28;Medium;No;Yes;Neutral
3277;3277;27;Medium;No;Yes;Neutral
3278;3278;21;Low;No;Yes;Positive
3279;3279;20;Medium;No;Yes;Neutral
3280;3280;23;High;Yes;Yes;Positive
3281;3281;15;High;No;Yes;Neutral
3282;3282;20;High;Yes;Yes;Positive
3283;3283;7;Medium;Yes;Yes;Negative
3284;3284;25;Medium;No;Yes;Positive
3285;3285;11;Low;Yes;Yes;Neutral
3286;3286;29;Medium;Yes;Yes;Positive
3287;3287;18;Low;Yes;Yes;Negative
3288;3288;19;Medium;Yes;Yes;Negative
3289;3289;16;High;Yes;No;Positive
3290;3290;18;Medium;Yes;Yes;Positive
3291;3291;29;Low;No;No;Neutral
3292;3292;5;Medium;Yes;No;Negative
3293;3293;28;Medium;No;Yes;Neutral
3294;3294;22;Medium;No;No;Negative
3295;3295;13;Medium;Yes;Yes;Negative
3296;3296;14;Medium;No;Yes;Neutral
3297;3297;30;High;Yes;Yes;Positive
3298;3298;14;Medium;No;Yes;Negative
3299;3299;13;High;Yes;Yes;Neutral
3300;3300;27;Medium;No;Yes;Neutral
3301;3301;22;Medium;Yes;Yes;Neutral
3302;3302;14;High;Yes;Yes;Negative
3303;3303;21;Medium;Yes;Yes;Positive
3304;3304;14;Low;No;Yes;Neutral
3305;3305;27;Low;Yes;No;Neutral
3306;3306;26;High;Yes;Yes;Positive
3307;3307;23;Medium;Yes;Yes;Negative
3308;3308;22;Medium;Yes;No;Neutral
3309;3309;31;Low;No;Yes;Neutral
3310;3310;20;Low;Yes;Yes;Neutral
3311;3311;13;High;No;Yes;Positive
3312;3312;23;High;Yes;Yes;Neutral
3313;3313;33;Medium;Yes;Yes;Negative
3314;3314;14;Medium;Yes;Yes;Neutral
3315;3315;18;High;No;Yes;Neutral
3316;3316;22;Medium;No;Yes;Positive
3317;3317;20;High;Yes;Yes;Positive
3318;3318;14;Low;No;Yes;Neutral
3319;3319;27;Medium;No;No;Positive
3320;3320;34;High;Yes;Yes;Neutral
3321;3321;21;Medium;Yes;Yes;Positive
3322;3322;15;High;Yes;Yes;Neutral
3323;3323;11;Medium;Yes;Yes;Neutral
3324;3324;22;Low;Yes;Yes;Positive
3325;3325;27;High;No;Yes;Neutral
3326;3326;23;Low;Yes;Yes;Neutral
3327;3327;20;High;Yes;Yes;Positive
3328;3328;16;High;Yes;Yes;Positive
3329;3329;13;High;Yes;Yes;Negative
3330;3330;25;High;Yes;Yes;Positive
3331;3331;25;Medium;No;Yes;Negative
3332;3332;11;Medium;Yes;Yes;Positive
3333;3333;30;High;No;Yes;Positive
3334;3334;23;Low;Yes;No;Positive
3335;3335;28;Low;No;Yes;Negative
3336;3336;12;Medium;Yes;Yes;Negative
3337;3337;12;Low;No;Yes;Neutral
3338;3338;19;High;No;Yes;Neutral
3339;3339;23;Medium;Yes;Yes;Neutral
3340;3340;31;Medium;No;Yes;Negative
3341;3341;24;Medium;Yes;No;Positive
3342;3342;19;High;Yes;Yes;Neutral
3343;3343;14;High;No;Yes;Negative
3344;3344;27;Low;Yes;Yes;Neutral
3345;3345;14;High;Yes;Yes;Negative
3346;3346;30;Medium;Yes;Yes;Positive
3347;3347;18;Medium;Yes;Yes;Positive
3348;3348;30;High;No;Yes;Neutral
3349;3349;24;Medium;Yes;No;Neutral
3350;3350;19;Medium;Yes;Yes;Neutral
3351;3351;17;Medium;Yes;Yes;Positive
3352;3352;18;Low;Yes;Yes;Neutral
3353;3353;23;Low;Yes;Yes;Negative
3354;3354;20;Low;Yes;Yes;Neutral
3355;3355;16;Medium;Yes;Yes;Positive
3356;3356;19;Low;No;Yes;Neutral
3357;3357;20;Medium;Yes;Yes;Neutral
3358;3358;7;Medium;Yes;Yes;Positive
3359;3359;23;High;No;Yes;Neutral
3360;3360;14;Medium;No;Yes;Neutral
3361;3361;13;High;No;Yes;Positive
3362;3362;10;Low;No;Yes;Positive
3363;3363;9;High;Yes;Yes;Neutral
3364;3364;12;Low;No;Yes;Positive
3365;3365;16;High;Yes;Yes;Positive
3366;3366;32;Medium;No;Yes;Neutral
3367;3367;17;Medium;Yes;Yes;Positive
3368;3368;21;Medium;No;Yes;Positive
3369;3369;22;Low;No;Yes;Neutral
3370;3370;21;High;Yes;Yes;Negative
3371;3371;20;High;Yes;No;Neutral
3372;3372;13;Low;Yes;Yes;Positive
3373;3373;29;High;No;Yes;Neutral
3374;3374;31;Low;Yes;Yes;Neutral
3375;3375;10;High;Yes;Yes;Negative
3376;3376;14;High;No;Yes;Negative
3377;3377;18;Low;No;Yes;Positive
3378;3378;14;Medium;No;Yes;Neutral
3379;3379;23;Medium;Yes;No;Negative
3380;3380;16;Medium;No;Yes;Neutral
3381;3381;33;High;No;Yes;Negative
3382;3382;27;Medium;Yes;Yes;Neutral
3383;3383;21;High;Yes;Yes;Neutral
3384;3384;26;Low;No;Yes;Positive
3385;3385;27;Medium;No;Yes;Positive
3386;3386;17;Medium;No;Yes;Positive
3387;3387;15;High;Yes;Yes;Neutral
3388;3388;20;Low;Yes;Yes;Neutral
3389;3389;25;High;No;Yes;Negative
3390;3390;21;Medium;Yes;Yes;Positive
3391;3391;11;Medium;No;Yes;Positive
3392;3392;15;Medium;Yes;Yes;Positive
3393;3393;20;High;Yes;Yes;Negative
3394;3394;20;Medium;Yes;Yes;Negative
3395;3395;32;Medium;Yes;Yes;Neutral
3396;3396;12;Medium;No;Yes;Positive
3397;3397;23;Medium;Yes;Yes;Neutral
3398;3398;29;Low;No;Yes;Negative
3399;3399;34;High;No;Yes;Neutral
3400;3400;18;Medium;Yes;Yes;Neutral
3401;3401;23;High;No;Yes;Negative
3402;3402;23;Medium;No;Yes;Neutral
3403;3403;21;Medium;No;Yes;Positive
3404;3404;19;Medium;No;Yes;Neutral
3405;3405;23;Medium;Yes;Yes;Positive
3406;3406;5;High;Yes;Yes;Neutral
3407;3407;24;High;Yes;Yes;Negative
3408;3408;21;Low;Yes;Yes;Neutral
3409;3409;19;High;Yes;Yes;Neutral
3410;3410;32;Medium;No;Yes;Positive
3411;3411;16;High;Yes;Yes;Positive
3412;3412;18;Medium;Yes;Yes;Positive
3413;3413;32;Low;Yes;Yes;Neutral
3414;3414;15;Medium;Yes;Yes;Neutral
3415;3415;17;Medium;No;Yes;Neutral
3416;3416;19;High;No;Yes;Negative
3417;3417;25;Low;Yes;Yes;Neutral
3418;3418;21;Low;Yes;Yes;Positive
3419;3419;12;Low;Yes;Yes;Positive
3420;3420;17;Medium;No;Yes;Neutral
3421;3421;16;Medium;No;No;Positive
3422;3422;20;Medium;Yes;No;Positive
3423;3423;23;Medium;No;Yes;Neutral
3424;3424;23;Low;No;Yes;Positive
3425;3425;9;Medium;Yes;Yes;Positive
3426;3426;26;Low;No;Yes;Positive
3427;3427;22;High;Yes;No;Negative
3428;3428;28;High;No;Yes;Neutral
3429;3429;23;High;Yes;No;Neutral
3430;3430;27;High;Yes;Yes;Neutral
3431;3431;23;High;No;No;Negative
3432;3432;28;Medium;Yes;Yes;Positive
3433;3433;23;Medium;No;Yes;Positive
3434;3434;19;High;Yes;Yes;Neutral
3435;3435;34;Medium;No;Yes;Neutral
3436;3436;25;Medium;Yes;Yes;Positive
3437;3437;23;Medium;No;Yes;Negative
3438;3438;12;High;Yes;Yes;Positive
3439;3439;12;High;Yes;Yes;Positive
3440;3440;22;Medium;No;Yes;Neutral
3441;3441;21;High;No;No;Negative
3442;3442;16;High;Yes;Yes;Positive
3443;3443;21;Medium;Yes;Yes;Positive
3444;3444;30;High;Yes;Yes;Neutral
3445;3445;24;High;Yes;Yes;Positive
3446;3446;13;Low;No;Yes;Neutral
3447;3447;19;Medium;Yes;Yes;Neutral
3448;3448;15;Medium;No;Yes;Neutral
3449;3449;18;Medium;Yes;Yes;Neutral
3450;3450;18;High;Yes;Yes;Positive
3451;3451;17;Medium;Yes;Yes;Negative
3452;3452;12;Medium;No;Yes;Neutral
3453;3453;19;High;Yes;Yes;Positive
3454;3454;17;High;Yes;Yes;Positive
3455;3455;2;Low;Yes;Yes;Neutral
3456;3456;32;High;No;No;Positive
3457;3457;27;Low;Yes;Yes;Neutral
3458;3458;18;Medium;No;Yes;Neutral
3459;3459;20;High;No;Yes;Negative
3460;3460;13;High;Yes;No;Positive
3461;3461;30;High;Yes;Yes;Neutral
3462;3462;31;Low;Yes;Yes;Neutral
3463;3463;21;Low;No;Yes;Positive
3464;3464;26;High;Yes;Yes;Neutral
3465;3465;21;Low;Yes;No;Neutral
3466;3466;12;Low;Yes;Yes;Positive
3467;3467;18;High;No;Yes;Positive
3468;3468;21;Medium;No;Yes;Positive
3469;3469;17;Medium;No;Yes;Neutral
3470;3470;19;Low;Yes;Yes;Negative
3471;3471;19;High;Yes;Yes;Neutral
3472;3472;20;High;Yes;Yes;Positive
3473;3473;20;Low;No;Yes;Positive
3474;3474;14;Medium;No;No;Positive
3475;3475;16;Medium;No;No;Neutral
3476;3476;12;High;Yes;Yes;Negative
3477;3477;26;Medium;Yes;Yes;Neutral
3478;3478;7;High;Yes;Yes;Positive
3479;3479;27;Medium;Yes;Yes;Neutral
3480;3480;28;Medium;Yes;Yes;Neutral
3481;3481;18;High;Yes;Yes;Neutral
3482;3482;4;Medium;Yes;Yes;Positive
3483;3483;18;High;Yes;Yes;Neutral
3484;3484;20;Medium;Yes;Yes;Neutral
3485;3485;14;Low;Yes;Yes;Neutral
3486;3486;17;Medium;No;Yes;Positive
3487;3487;29;Medium;Yes;Yes;Neutral
3488;3488;24;Medium;No;Yes;Neutral
3489;3489;14;High;Yes;Yes;Positive
3490;3490;10;Medium;No;Yes;Positive
3491;3491;18;High;Yes;No;Negative
3492;3492;19;Medium;Yes;Yes;Positive
3493;3493;23;Medium;No;Yes;Neutral
3494;3494;17;Low;No;Yes;Positive
3495;3495;23;High;Yes;Yes;Positive
3496;3496;32;Low;Yes;Yes;Neutral
3497;3497;25;Low;No;No;Negative
3498;3498;20;Low;Yes;Yes;Negative
3499;3499;19;Medium;Yes;Yes;Positive
3500;3500;18;Medium;No;Yes;Positive
3501;3501;27;Low;No;Yes;Neutral
3502;3502;16;Medium;Yes;Yes;Neutral
3503;3503;20;Medium;No;Yes;Negative
3504;3504;20;High;Yes;No;Neutral
3505;3505;17;High;Yes;Yes;Negative
3506;3506;12;Medium;No;Yes;Positive
3507;3507;22;Medium;Yes;Yes;Neutral
3508;3508;20;Medium;Yes;Yes;Neutral
3509;3509;23;High;No;Yes;Positive
3510;3510;17;Medium;Yes;Yes;Positive
3511;3511;27;Medium;No;No;Positive
3512;3512;15;High;Yes;No;Positive
3513;3513;30;High;Yes;Yes;Neutral
3514;3514;10;High;No;Yes;Neutral
3515;3515;23;High;No;No;Positive
3516;3516;23;High;No;Yes;Positive
3517;3517;15;High;No;Yes;Neutral
3518;3518;23;Medium;Yes;Yes;Neutral
3519;3519;28;High;Yes;Yes;Positive
3520;3520;7;High;Yes;Yes;Positive
3521;3521;23;Medium;Yes;Yes;Neutral
3522;3522;5;Medium;Yes;No;Positive
3523;3523;14;Low;Yes;Yes;Positive
3524;3524;30;High;No;Yes;Positive
3525;3525;17;Medium;Yes;Yes;Positive
3526;3526;13;Medium;No;No;Positive
3527;3527;19;Medium;Yes;No;Positive
3528;3528;32;High;Yes;No;Positive
3529;3529;9;Medium;No;No;Negative
3530;3530;14;Medium;No;Yes;Positive
3531;3531;29;Medium;Yes;No;Positive
3532;3532;31;Low;Yes;Yes;Negative
3533;3533;19;Low;Yes;Yes;Neutral
3534;3534;13;Medium;No;Yes;Negative
3535;3535;33;Medium;No;Yes;Neutral
3536;3536;30;Medium;Yes;Yes;Neutral
3537;3537;24;Medium;Yes;Yes;Positive
3538;3538;15;Low;Yes;Yes;Neutral
3539;3539;20;High;Yes;Yes;Neutral
3540;3540;19;Medium;Yes;Yes;Positive
3541;3541;22;Low;Yes;Yes;Positive
3542;3542;29;Low;Yes;Yes;Neutral
3543;3543;25;Low;Yes;Yes;Positive
3544;3544;14;Low;Yes;Yes;Neutral
3545;3545;28;Medium;Yes;Yes;Positive
3546;3546;22;High;No;Yes;Neutral
3547;3547;24;Medium;No;Yes;Negative
3548;3548;29;Medium;Yes;Yes;Neutral
3549;3549;13;High;Yes;Yes;Neutral
3550;3550;20;Medium;Yes;Yes;Neutral
3551;3551;17;High;Yes;Yes;Positive
3552;3552;11;Low;Yes;Yes;Neutral
3553;3553;22;Low;No;Yes;Positive
3554;3554;35;Medium;Yes;Yes;Positive
3555;3555;9;Medium;Yes;Yes;Neutral
3556;3556;20;High;No;Yes;Neutral
3557;3557;24;Low;Yes;Yes;Negative
3558;3558;21;Medium;Yes;Yes;Positive
3559;3559;19;Medium;No;Yes;Negative
3560;3560;12;Low;Yes;Yes;Negative
3561;3561;21;High;No;No;Positive
3562;3562;15;Medium;No;Yes;Neutral
3563;3563;7;High;No;Yes;Neutral
3564;3564;27;High;Yes;Yes;Positive
3565;3565;26;Medium;Yes;Yes;Neutral
3566;3566;20;Medium;Yes;Yes;Negative
3567;3567;21;Medium;No;Yes;Negative
3568;3568;26;Medium;No;Yes;Neutral
3569;3569;21;Low;Yes;Yes;Negative
3570;3570;25;High;No;Yes;Positive
3571;3571;18;Medium;Yes;No;Neutral
3572;3572;28;Low;Yes;Yes;Negative
3573;3573;22;Low;Yes;Yes;Negative
3574;3574;21;Medium;Yes;No;Positive
3575;3575;12;Low;No;Yes;Positive
3576;3576;22;Medium;Yes;Yes;Neutral
3577;3577;15;Low;No;Yes;Positive
3578;3578;16;Low;No;Yes;Positive
3579;3579;15;Medium;No;Yes;Positive
3580;3580;14;High;Yes;Yes;Negative
3581;3581;33;Medium;No;No;Positive
3582;3582;28;High;Yes;Yes;Positive
3583;3583;32;Low;No;Yes;Neutral
3584;3584;13;High;Yes;Yes;Positive
3585;3585;20;Low;No;Yes;Positive
3586;3586;12;High;No;Yes;Neutral
3587;3587;16;High;No;Yes;Positive
3588;3588;14;High;No;No;Neutral
3589;3589;27;High;Yes;Yes;Positive
3590;3590;18;Medium;Yes;Yes;Neutral
3591;3591;26;Medium;Yes;Yes;Negative
3592;3592;24;Medium;Yes;Yes;Neutral
3593;3593;34;Medium;Yes;Yes;Negative
3594;3594;11;Low;Yes;No;Neutral
3595;3595;28;Medium;No;Yes;Neutral
3596;3596;27;Medium;No;Yes;Neutral
3597;3597;14;Low;Yes;Yes;Positive
3598;3598;26;Medium;Yes;Yes;Negative
3599;3599;22;Medium;Yes;No;Negative
3600;3600;19;Low;Yes;Yes;Negative
3601;3601;15;Medium;No;Yes;Neutral
3602;3602;16;High;Yes;Yes;Positive
3603;3603;32;High;No;Yes;Positive
3604;3604;20;Medium;Yes;Yes;Neutral
3605;3605;25;Medium;No;No;Positive
3606;3606;15;Low;No;Yes;Negative
3607;3607;15;Low;No;Yes;Neutral
3608;3608;26;Medium;Yes;Yes;Negative
3609;3609;12;High;Yes;Yes;Neutral
3610;3610;18;High;Yes;Yes;Neutral
3611;3611;20;High;No;Yes;Neutral
3612;3612;21;Medium;Yes;Yes;Negative
3613;3613;19;Low;No;Yes;Neutral
3614;3614;22;Medium;No;Yes;Positive
3615;3615;24;Medium;Yes;Yes;Positive
3616;3616;24;Medium;No;Yes;Neutral
3617;3617;14;Medium;Yes;Yes;Negative
3618;3618;18;High;Yes;Yes;Neutral
3619;3619;27;High;No;Yes;Neutral
3620;3620;25;Medium;No;Yes;Positive
3621;3621;12;High;No;Yes;Neutral
3622;3622;22;Low;No;Yes;Neutral
3623;3623;8;Medium;No;Yes;Neutral
3624;3624;20;Medium;Yes;Yes;Neutral
3625;3625;31;Medium;No;Yes;Positive
3626;3626;14;Low;Yes;Yes;Neutral
3627;3627;15;Low;Yes;Yes;Negative
3628;3628;25;High;Yes;Yes;Positive
3629;3629;11;Medium;Yes;Yes;Positive
3630;3630;16;High;Yes;Yes;Neutral
3631;3631;24;Low;Yes;Yes;Positive
3632;3632;16;Medium;Yes;Yes;Neutral
3633;3633;19;Medium;Yes;Yes;Negative
3634;3634;24;Medium;Yes;Yes;Positive
3635;3635;23;Medium;No;Yes;Neutral
3636;3636;22;Medium;Yes;Yes;Neutral
3637;3637;18;High;Yes;Yes;Positive
3638;3638;22;Medium;Yes;Yes;Positive
3639;3639;19;Medium;Yes;Yes;Neutral
3640;3640;23;Medium;No;No;Positive
3641;3641;17;High;No;Yes;Positive
3642;3642;19;Medium;No;Yes;Neutral
3643;3643;14;Medium;Yes;Yes;Negative
3644;3644;20;Medium;Yes;Yes;Neutral
3645;3645;15;Medium;Yes;Yes;Neutral
3646;3646;13;High;No;Yes;Neutral
3647;3647;22;Low;No;Yes;Positive
3648;3648;21;High;No;Yes;Neutral
3649;3649;25;Medium;Yes;Yes;Negative
3650;3650;17;Medium;Yes;Yes;Negative
3651;3651;22;High;Yes;Yes;Positive
3652;3652;23;Medium;No;Yes;Negative
3653;3653;23;High;Yes;No;Negative
3654;3654;15;Medium;Yes;Yes;Neutral
3655;3655;21;Medium;No;Yes;Negative
3656;3656;22;Medium;No;Yes;Neutral
3657;3657;20;High;Yes;No;Negative
3658;3658;7;High;Yes;No;Neutral
3659;3659;21;Low;No;Yes;Positive
3660;3660;33;Medium;Yes;Yes;Positive
3661;3661;18;Medium;No;Yes;Positive
3662;3662;16;Medium;Yes;Yes;Neutral
3663;3663;22;Low;No;Yes;Negative
3664;3664;22;Medium;No;Yes;Positive
3665;3665;27;High;No;Yes;Neutral
3666;3666;12;High;Yes;Yes;Positive
3667;3667;24;High;Yes;Yes;Neutral
3668;3668;24;High;Yes;Yes;Negative
3669;3669;19;Medium;No;Yes;Neutral
3670;3670;22;High;Yes;Yes;Positive
3671;3671;26;Medium;Yes;Yes;Positive
3672;3672;25;High;Yes;Yes;Negative
3673;3673;13;Medium;No;Yes;Neutral
3674;3674;25;Medium;No;Yes;Positive
3675;3675;20;High;No;Yes;Positive
3676;3676;20;High;Yes;Yes;Neutral
3677;3677;20;High;No;Yes;Neutral
3678;3678;19;High;Yes;Yes;Neutral
3679;3679;27;Medium;No;Yes;Neutral
3680;3680;19;High;Yes;Yes;Positive
3681;3681;13;High;Yes;No;Neutral
3682;3682;18;High;Yes;No;Neutral
3683;3683;21;Medium;Yes;Yes;Neutral
3684;3684;27;Low;Yes;Yes;Neutral
3685;3685;24;Medium;Yes;Yes;Negative
3686;3686;15;Medium;Yes;Yes;Negative
3687;3687;35;High;Yes;Yes;Positive
3688;3688;22;Medium;Yes;Yes;Neutral
3689;3689;28;Medium;No;Yes;Positive
3690;3690;19;High;No;Yes;Negative
3691;3691;23;Low;No;Yes;Neutral
3692;3692;25;Medium;No;Yes;Neutral
3693;3693;27;Medium;No;Yes;Positive
3694;3694;26;Medium;No;Yes;Positive
3695;3695;25;Medium;No;Yes;Positive
3696;3696;18;High;Yes;Yes;Negative
3697;3697;17;Medium;Yes;Yes;Neutral
3698;3698;22;Low;Yes;Yes;Negative
3699;3699;26;Medium;No;Yes;Neutral
3700;3700;19;Low;No;Yes;Neutral
3701;3701;26;Medium;Yes;Yes;Positive
3702;3702;29;Low;Yes;Yes;Positive
3703;3703;15;High;Yes;Yes;Neutral
3704;3704;15;Medium;No;Yes;Positive
3705;3705;19;Low;Yes;Yes;Neutral
3706;3706;22;Medium;Yes;Yes;Neutral
3707;3707;17;Medium;Yes;Yes;Negative
3708;3708;28;Medium;No;Yes;Negative
3709;3709;23;Medium;No;Yes;Negative
3710;3710;20;High;No;Yes;Neutral
3711;3711;11;Medium;Yes;Yes;Neutral
3712;3712;12;Medium;Yes;Yes;Negative
3713;3713;22;High;Yes;Yes;Negative
3714;3714;7;Medium;Yes;Yes;Positive
3715;3715;26;Low;No;Yes;Neutral
3716;3716;19;Low;Yes;Yes;Negative
3717;3717;39;High;No;Yes;Neutral
3718;3718;34;High;Yes;Yes;Positive
3719;3719;19;Medium;No;Yes;Neutral
3720;3720;19;Medium;Yes;Yes;Positive
3721;3721;26;Low;Yes;Yes;Neutral
3722;3722;30;Medium;No;Yes;Neutral
3723;3723;10;Low;No;Yes;Positive
3724;3724;9;Low;Yes;Yes;Positive
3725;3725;16;High;No;Yes;Negative
3726;3726;23;Medium;Yes;Yes;Neutral
3727;3727;23;Low;Yes;Yes;Neutral
3728;3728;26;High;No;Yes;Positive
3729;3729;13;High;Yes;Yes;Positive
3730;3730;6;Medium;Yes;Yes;Positive
3731;3731;25;High;No;Yes;Positive
3732;3732;15;Medium;No;Yes;Positive
3733;3733;8;Low;Yes;Yes;Positive
3734;3734;21;Low;Yes;Yes;Negative
3735;3735;25;Medium;Yes;Yes;Neutral
3736;3736;19;Low;Yes;Yes;Neutral
3737;3737;17;Medium;No;Yes;Neutral
3738;3738;19;Low;Yes;Yes;Negative
3739;3739;18;Medium;Yes;Yes;Neutral
3740;3740;12;Low;No;Yes;Positive
3741;3741;16;Medium;No;Yes;Neutral
3742;3742;23;Medium;No;Yes;Positive
3743;3743;22;Medium;Yes;Yes;Negative
3744;3744;21;Medium;No;Yes;Neutral
3745;3745;14;High;Yes;Yes;Negative
3746;3746;19;High;Yes;Yes;Negative
3747;3747;7;Medium;No;No;Neutral
3748;3748;21;Medium;Yes;Yes;Negative
3749;3749;29;Medium;No;Yes;Negative
3750;3750;11;Low;Yes;Yes;Neutral
3751;3751;16;Low;No;No;Neutral
3752;3752;22;Medium;Yes;Yes;Positive
3753;3753;28;Medium;No;Yes;Neutral
3754;3754;17;Low;No;Yes;Positive
3755;3755;16;Medium;No;Yes;Neutral
3756;3756;8;Low;Yes;Yes;Neutral
3757;3757;21;High;No;Yes;Neutral
3758;3758;32;Medium;Yes;Yes;Positive
3759;3759;22;Low;Yes;No;Positive
3760;3760;20;Medium;No;Yes;Neutral
3761;3761;22;Medium;Yes;Yes;Positive
3762;3762;20;Medium;Yes;Yes;Positive
3763;3763;15;Medium;No;Yes;Negative
3764;3764;25;Medium;Yes;No;Neutral
3765;3765;21;High;No;Yes;Negative
3766;3766;20;Medium;No;Yes;Neutral
3767;3767;14;Medium;Yes;No;Neutral
3768;3768;28;High;Yes;Yes;Positive
3769;3769;24;Low;No;Yes;Neutral
3770;3770;17;Medium;No;Yes;Positive
3771;3771;26;Low;Yes;Yes;Neutral
3772;3772;17;Low;Yes;Yes;Positive
3773;3773;15;Medium;Yes;Yes;Negative
3774;3774;15;Low;No;Yes;Positive
3775;3775;9;Low;No;Yes;Positive
3776;3776;23;Medium;Yes;Yes;Negative
3777;3777;9;Low;No;Yes;Positive
3778;3778;13;High;No;Yes;Neutral
3779;3779;8;High;Yes;No;Negative
3780;3780;19;Medium;No;Yes;Positive
3781;3781;19;High;No;Yes;Positive
3782;3782;18;Medium;No;Yes;Positive
3783;3783;14;High;Yes;Yes;Positive
3784;3784;13;Low;Yes;Yes;Neutral
3785;3785;23;High;No;Yes;Negative
3786;3786;17;High;Yes;Yes;Neutral
3787;3787;22;Medium;Yes;Yes;Negative
3788;3788;15;Medium;Yes;Yes;Positive
3789;3789;21;High;No;Yes;Negative
3790;3790;28;Medium;Yes;Yes;Neutral
3791;3791;24;Medium;No;No;Negative
3792;3792;18;Low;Yes;Yes;Negative
3793;3793;22;Low;No;Yes;Negative
3794;3794;19;Low;Yes;Yes;Positive
3795;3795;20;Medium;Yes;No;Neutral
3796;3796;18;Medium;Yes;Yes;Positive
3797;3797;19;High;No;Yes;Positive
3798;3798;21;Medium;Yes;Yes;Neutral
3799;3799;14;Medium;No;Yes;Negative
3800;3800;14;Low;No;Yes;Positive
3801;3801;12;High;Yes;Yes;Negative
3802;3802;10;Medium;No;Yes;Negative
3803;3803;13;High;Yes;Yes;Positive
3804;3804;21;Low;No;Yes;Positive
3805;3805;15;Medium;Yes;Yes;Positive
3806;3806;23;Medium;No;Yes;Neutral
3807;3807;20;Low;No;Yes;Positive
3808;3808;8;High;Yes;Yes;Positive
3809;3809;24;Medium;Yes;Yes;Positive
3810;3810;25;Medium;Yes;Yes;Neutral
3811;3811;14;High;No;Yes;Negative
3812;3812;23;Medium;Yes;Yes;Neutral
3813;3813;15;Low;Yes;No;Positive
3814;3814;21;High;Yes;Yes;Neutral
3815;3815;12;Medium;No;Yes;Positive
3816;3816;9;High;Yes;Yes;Positive
3817;3817;18;High;Yes;Yes;Positive
3818;3818;19;Low;No;Yes;Positive
3819;3819;18;Medium;No;Yes;Positive
3820;3820;13;Low;No;Yes;Negative
3821;3821;18;Medium;Yes;Yes;Negative
3822;3822;22;High;Yes;Yes;Negative
3823;3823;20;Medium;Yes;Yes;Positive
3824;3824;21;Low;Yes;Yes;Negative
3825;3825;16;Medium;Yes;No;Positive
3826;3826;27;Medium;No;Yes;Neutral
3827;3827;13;Medium;No;Yes;Neutral
3828;3828;23;High;No;Yes;Positive
3829;3829;27;Medium;Yes;Yes;Positive
3830;3830;23;High;No;Yes;Positive
3831;3831;19;Medium;Yes;Yes;Positive
3832;3832;17;Medium;Yes;Yes;Positive
3833;3833;26;Medium;Yes;Yes;Neutral
3834;3834;11;High;Yes;Yes;Positive
3835;3835;14;Medium;Yes;Yes;Neutral
3836;3836;18;High;Yes;Yes;Positive
3837;3837;27;High;Yes;Yes;Negative
3838;3838;22;High;Yes;Yes;Negative
3839;3839;14;Medium;Yes;Yes;Positive
3840;3840;18;Medium;No;Yes;Neutral
3841;3841;16;Medium;No;Yes;Negative
3842;3842;16;Medium;No;Yes;Positive
3843;3843;26;High;No;Yes;Neutral
3844;3844;12;High;No;Yes;Negative
3845;3845;30;High;No;Yes;Neutral
3846;3846;25;Medium;No;Yes;Positive
3847;3847;27;Low;No;Yes;Neutral
3848;3848;17;Medium;No;Yes;Negative
3849;3849;19;Medium;Yes;Yes;Positive
3850;3850;11;High;No;Yes;Positive
3851;3851;17;High;No;Yes;Positive
3852;3852;23;Low;Yes;Yes;Negative
3853;3853;28;Medium;Yes;Yes;Neutral
3854;3854;13;Medium;Yes;Yes;Neutral
3855;3855;18;Medium;No;Yes;Positive
3856;3856;19;Medium;No;Yes;Positive
3857;3857;12;Medium;Yes;Yes;Neutral
3858;3858;24;Medium;Yes;Yes;Neutral
3859;3859;16;High;No;Yes;Positive
3860;3860;19;Low;No;Yes;Negative
3861;3861;17;High;Yes;Yes;Neutral
3862;3862;15;Medium;No;No;Positive
3863;3863;20;High;Yes;Yes;Positive
3864;3864;19;High;Yes;Yes;Positive
3865;3865;18;Medium;No;Yes;Neutral
3866;3866;16;Medium;No;Yes;Negative
