"student_id","sleep_hours","motivation_level","physical_activity","learning_desabilities","gender","exam_score","attendance","tutoring_sessions","teacher_quality","school_type","distance_from_home","previous_scores","parental_involvement","family_income","parental_education_level","hours_studied","access_to_resources","extraurricular_activities","internet_access","peer_influence"
6286,4,"Medium",4,"No","Female",63,61,3,"High","Public","Near",86,"Medium","Medium","High School",16,"Low","No","Yes","Positive"
1152,9,"High",2,"No","Male",63,74,3,"Low","Public","Moderate",98,"Low","High","High School",7,"High","No","Yes","Neutral"
6275,6,"Medium",3,"Yes","Male",63,65,1,"Medium","Private","Near",53,"Medium","Medium","Postgraduate",18,"Medium","Yes","Yes","Positive"
1190,8,"High",2,"No","Male",63,69,1,"High","Private","Near",62,"Low","Medium","High School",14,"High","No","Yes","Neutral"
1208,9,"Low",2,"No","Female",63,74,1,"Medium","Private","Near",86,"Low","Low","High School",16,"Medium","Yes","Yes","Neutral"
1209,5,"Medium",3,"No","Male",63,70,2,"Medium","Private","Near",53,"Medium","Low","College",12,"High","No","Yes","Positive"
6249,9,"Medium",3,"No","Female",63,88,1,"Medium","Public","Moderate",60,"Low","Low","High School",10,"Medium","No","Yes","Positive"
1231,7,"Medium",3,"No","Female",63,78,0,"Low","Public","Near",86,"Medium","Low","College",17,"Medium","No","No","Neutral"
6230,7,"High",3,"No","Male",63,80,2,"Medium","Private","Far",63,"Low","Low",NULL,16,"Medium","Yes","Yes","Neutral"
1239,6,"Medium",3,"Yes","Male",63,62,1,"Medium","Public","Moderate",85,"Low","Low","College",23,"High","Yes","Yes","Negative"
1241,6,"Medium",2,"No","Female",63,66,0,"Medium","Public","Moderate",86,"Medium","High","High School",18,"Medium","No","Yes","Positive"
1248,6,"Medium",2,"No","Male",63,61,0,"High","Private","Near",54,"Medium","High","Postgraduate",15,"High","Yes","Yes","Neutral"
6212,7,"Medium",4,"No","Male",63,70,1,"Medium","Public","Moderate",90,"Medium","Low","High School",21,"Low","Yes","No","Neutral"
1254,10,"Medium",3,"No","Male",63,65,1,NULL,"Private","Near",81,"Low","Low","Postgraduate",22,"Low","Yes","Yes","Neutral"
1264,6,"Low",0,"No","Male",63,69,2,"Medium","Private","Near",93,"Medium","Low","High School",14,"High","Yes","No","Neutral"
1274,6,"High",1,"No","Male",63,62,4,"Medium","Private","Moderate",91,"Low","Low","High School",18,"High","Yes","No","Neutral"
1288,8,"High",4,"Yes","Male",63,63,2,"Low","Public","Near",69,"Medium","Medium","High School",23,"Medium","No","Yes","Negative"
25,5,"Medium",3,"No","Female",63,65,2,"Medium","Public","Near",75,"Low","Low","High School",17,"High","Yes","Yes","Positive"
1321,7,"Low",4,"No","Female",63,68,0,"Medium","Private","Near",80,"Medium","Low","High School",20,"Medium","Yes","Yes","Neutral"
1326,6,"High",1,"No","Female",63,80,2,"Medium","Public","Near",52,"High","Medium","High School",8,"Low","No","Yes","Positive"
31,6,"Medium",4,"Yes","Female",63,83,0,"Low","Public","Near",57,"Low","High","High School",16,"Medium","No","Yes","Positive"
1340,8,"Medium",2,"No","Male",63,65,1,"Medium","Public","Moderate",67,"Medium","Low","College",21,"Medium","Yes","Yes","Positive"
1341,9,"Low",2,"No","Male",63,66,3,"Medium","Private","Near",62,"Medium","Medium","High School",21,"Medium","No","No","Positive"
239,5,"Medium",0,"Yes","Male",63,71,1,"Medium","Public","Near",73,"High","Medium","High School",16,"Medium","Yes","Yes","Neutral"
1382,9,"Medium",3,"No","Male",63,74,1,"High","Private","Moderate",56,"Medium","Medium","High School",17,"Medium","No","Yes","Negative"
1413,7,"Low",3,"Yes","Female",63,65,1,"Medium","Public","Moderate",58,"Medium","Low","College",23,"High","Yes","Yes","Neutral"
243,9,"Medium",2,"No","Male",63,61,4,"Medium","Public","Near",58,"Low","Medium","High School",23,"Medium","No","Yes","Neutral"
1429,7,"Low",4,"No","Female",63,75,0,"Low","Private","Near",65,"Medium","Low","High School",19,"Medium","No","Yes","Neutral"
1430,7,"Low",3,"No","Male",63,74,0,"Medium","Public","Near",67,"Low","Low","High School",18,"Medium","Yes","Yes","Positive"
261,6,"Medium",3,"Yes","Male",63,68,1,"Medium","Public","Near",65,"High","High","College",14,"Medium","No","Yes","Neutral"
1456,7,"Medium",3,"No","Male",63,76,1,"Medium","Public","Near",79,"Medium","Medium","College",9,"Medium","No","Yes","Negative"
1469,7,"Medium",4,"No","Male",63,73,1,"Medium","Public","Near",51,"Medium","Low","Postgraduate",13,"Medium","Yes","Yes","Positive"
1488,8,"High",3,"No","Male",63,75,3,NULL,"Public","Near",61,"High","Medium","High School",9,"Low","No","Yes","Neutral"
1499,5,"High",2,"No","Male",63,67,0,"Medium","Public","Moderate",62,"Low","Medium","High School",26,"Medium","Yes","Yes","Negative"
1502,9,"High",4,"No","Male",63,63,1,"High","Public","Moderate",53,"High","Low","College",17,"Medium","No","Yes","Neutral"
6514,8,"Medium",3,"No","Male",63,68,0,"Low","Public","Far",89,"High","Medium","College",18,"Low","Yes","Yes","Negative"
6136,6,"Low",3,"Yes","Male",63,74,4,"High","Private","Near",64,"Medium","High","High School",13,"Medium","No","Yes","Neutral"
6135,7,"Low",4,"No","Male",63,80,1,"Medium","Private","Near",57,"Medium","Low","High School",15,"Medium","Yes","Yes","Negative"
268,6,"Medium",3,"No","Female",63,68,2,"Medium","Public","Moderate",80,"Medium","Medium","College",11,"Medium","No","Yes","Positive"
1544,9,"Medium",2,"No","Male",63,60,0,"High","Public","Near",86,"High","Low","High School",17,"Medium","Yes","Yes","Positive"
6502,9,"Medium",2,"No","Male",63,79,1,"Medium","Private","Moderate",53,"High","Medium","College",13,"Medium","No","No","Positive"
1552,6,"High",1,"No","Male",63,62,3,"Medium","Public","Moderate",89,"Medium","Medium","High School",19,"Low","No","Yes","Positive"
6584,8,"High",3,"No","Female",63,67,3,"High","Public","Moderate",52,"Medium","High","College",11,"High","No","Yes","Negative"
293,8,"Medium",3,"No","Female",63,67,0,"Low","Public","Near",98,"High","Low","High School",16,"Medium","No","Yes","Neutral"
1580,5,"Low",4,"Yes","Female",63,65,2,"Medium","Public","Near",93,"High","Low","High School",15,"Medium","No","Yes","Neutral"
298,8,"Medium",1,"No","Male",63,63,3,"Medium","Private","Near",83,"Low","Medium","College",22,"Low","No","Yes","Negative"
1605,5,"Medium",4,"No","Female",63,65,2,"Medium","Public","Near",62,"Medium","Medium","High School",17,"Medium","No","Yes","Positive"
1617,6,"High",2,"Yes","Male",63,61,0,"High","Public","Near",97,"Medium","Low","High School",22,"Medium","Yes","Yes","Negative"
1627,8,"High",4,"No","Female",63,60,0,"High","Public","Near",50,"Medium","Low","High School",17,"High","Yes","Yes","Positive"
304,6,"High",3,"No","Female",63,60,4,"High","Public","Near",62,"Low","Low","High School",24,"Medium","No","Yes","Negative"
1634,6,"Low",1,"No","Male",63,60,1,"Medium","Private","Moderate",54,"Low","Low","Postgraduate",26,"High","Yes","Yes","Positive"
1641,4,"Low",3,"Yes","Male",63,60,2,"Medium","Private","Moderate",80,"Medium","High","College",20,"Medium","Yes","Yes","Positive"
1674,5,"Medium",3,"No","Male",63,69,0,"Medium","Public","Moderate",91,"Low","High","College",14,"Medium","No","Yes","Positive"
1695,4,"Low",3,"No","Male",63,61,2,"Low","Public","Near",90,"Medium","Medium","High School",21,"Medium","No","Yes","Neutral"
1709,9,"Low",2,"Yes","Male",63,70,2,"Medium","Public","Near",86,"Medium","High","High School",19,"Low","Yes","Yes","Neutral"
6104,9,"Low",2,"No","Female",63,63,0,"High","Public","Moderate",87,"Medium","High","College",22,"Medium","No","Yes","Negative"
318,8,"Low",3,"No","Male",63,80,2,"Low","Public","Moderate",55,"Medium","Low","High School",18,"Medium","No","Yes","Neutral"
1732,5,"Low",2,"No","Female",63,70,2,"Medium","Private","Far",81,"High","Low","High School",18,"Medium","Yes","Yes","Negative"
1745,6,"Medium",2,"No","Female",63,62,0,NULL,"Public","Near",78,"Medium","High","College",14,"Medium","Yes","Yes","Positive"
6095,7,"High",3,"No","Male",63,63,2,"High","Public","Near",55,"Medium","Low","High School",20,"Medium","No","Yes","Negative"
1774,6,"Low",4,"No","Female",63,76,2,"Medium","Public","Moderate",50,"Low","Low","Postgraduate",21,"Medium","No","Yes","Negative"
1782,8,"Medium",2,"No","Male",63,66,2,"Low","Public","Near",54,"Low","Medium","Postgraduate",20,"Medium","Yes","Yes","Positive"
1788,8,"Low",2,"No","Male",63,77,1,"Medium","Public","Near",57,"Medium","Low","College",15,"Medium","Yes","Yes","Neutral"
6066,7,"Medium",2,"No","Male",63,75,0,"High","Public","Near",53,"Medium","High","High School",18,"Low","Yes","Yes","Neutral"
1818,7,"Low",5,"Yes","Male",63,67,2,"Medium","Public","Near",95,"Medium","Medium","High School",16,"Medium","No","Yes","Neutral"
1823,7,"Low",4,"No","Female",63,65,1,"Low","Public","Near",68,"Medium","Low","College",19,"High","Yes","Yes","Neutral"
1837,9,"Medium",3,"Yes","Female",63,88,0,"Medium","Private","Far",59,"High","Low","High School",13,"Medium","Yes","Yes","Negative"
39,8,"Medium",5,"No","Female",63,72,1,"Medium","Public","Near",84,"Low","Low","High School",12,"Medium","Yes","Yes","Positive"
1853,6,"High",4,"No","Male",63,79,2,"Medium","Public","Moderate",58,"Low","Medium","College",13,"Low","Yes","Yes","Positive"
1879,7,"Medium",4,"No","Female",63,72,3,"Medium","Public","Near",89,"Medium","Medium","College",10,"Low","No","Yes","Negative"
1889,8,"Low",2,"No","Male",63,74,1,"Medium","Public","Far",58,"Medium","High","College",17,"Medium","Yes","Yes","Neutral"
360,6,"High",4,"Yes","Female",63,64,2,"Medium","Private",NULL,76,"Medium","Medium","High School",15,"Medium","Yes","Yes","Positive"
363,7,"Low",5,"No","Male",63,70,3,"Low","Public","Near",63,"Medium","Low","High School",19,"Medium","No","No","Neutral"
364,7,"Low",3,"No","Female",63,67,1,"Medium","Public","Moderate",86,"Low","Low","High School",22,"Medium","No","Yes","Positive"
1943,9,"Medium",2,"No","Male",63,64,1,"High","Private","Near",60,"Low","High","High School",22,"Medium","Yes","Yes","Neutral"
369,8,"Low",4,"No","Male",63,68,0,"Medium","Public","Far",100,"Medium","Medium","High School",21,"Low","No","Yes","Positive"
50,5,"Medium",3,"No","Male",63,77,2,"High","Public","Near",57,"Medium","Medium","High School",9,"Medium","No","Yes","Neutral"
1963,6,"High",2,"Yes","Female",63,64,1,"Medium","Public","Far",95,"Medium","Low","College",23,"Low","Yes","Yes","Positive"
1969,9,"Low",4,"No","Female",63,64,2,"Medium","Public","Far",56,"Medium","Low","Postgraduate",19,"Medium","Yes","Yes","Positive"
1975,8,"Low",4,"No","Female",63,60,1,"Medium","Public","Moderate",67,"Medium","Medium","Postgraduate",20,"Medium","Yes","Yes","Neutral"
1983,9,"Low",2,"No","Female",63,80,0,"Medium","Public","Near",58,"High","Medium","High School",16,"Low","No","Yes","Neutral"
1997,7,"Medium",4,"No","Male",63,65,3,"Medium","Private","Near",58,"High","Low","High School",20,"Medium","No","No","Neutral"
6035,7,"Medium",4,"No","Female",63,75,2,"High","Public","Moderate",92,"Low","Low","College",11,"Medium","No","No","Positive"
2014,8,"High",2,"No","Female",63,68,1,"High","Private","Near",53,"Medium","Medium","College",14,"Medium","Yes","Yes","Positive"
2024,7,"Medium",3,"No","Male",63,72,0,"Medium","Public","Far",90,"Medium","High","Postgraduate",12,"Low","Yes","Yes","Positive"
2041,6,"Medium",2,"No","Male",63,66,7,"Medium","Public","Far",93,"Low","Low","High School",16,"Medium","No","Yes","Negative"
2042,7,"Medium",3,"No","Female",63,63,2,"High","Public","Moderate",52,"Medium","High","Postgraduate",18,"Low","No","Yes","Positive"
381,9,"Medium",3,"No","Female",63,70,1,"Medium","Private",NULL,57,"High","Medium","High School",15,"Medium","No","Yes","Negative"
6465,5,"Medium",3,"No","Female",63,79,2,"Medium","Private","Near",68,"Medium","High","High School",13,"Low","No","No","Positive"
6028,10,"Low",3,"No","Female",63,85,0,"High","Public","Near",80,"Medium","Low","College",11,"Low","No","No","Positive"
2086,7,"Low",1,"No","Male",63,77,0,"Low","Public","Moderate",63,"Medium","High","High School",13,"High","Yes","Yes","Positive"
2088,7,"Low",3,"No","Male",63,62,1,"Medium","Public","Near",91,"Medium","Low","College",19,"Medium","No","Yes","Positive"
2091,5,"High",3,"No","Male",63,70,1,"Medium","Public","Moderate",61,"Low","Low","College",22,"Medium","Yes","Yes","Negative"
386,9,"High",5,"No","Male",63,65,1,"Medium","Public","Moderate",56,"Low","Medium","High School",21,"Medium","No","Yes","Positive"
6013,6,"Low",1,"No","Male",63,63,3,"High","Public","Near",77,"Low","Medium","High School",21,"Medium","Yes","Yes","Negative"
2118,8,"Low",3,"Yes","Female",63,81,1,"High","Public","Near",71,"Low","Low","Postgraduate",14,"Medium","No","Yes","Neutral"
2150,8,"High",4,"No","Female",63,79,1,"Low","Public","Near",73,"High","Low","High School",10,"Medium","No","No","Neutral"
6441,9,"Low",5,"No","Female",63,78,1,"High","Public","Moderate",57,"High","Low","High School",9,"Medium","No","Yes","Positive"
2209,6,"High",4,"No","Male",63,64,0,"Medium","Private","Near",67,"High","Low","College",18,"Medium","Yes","Yes","Negative"
2239,7,"Medium",4,"Yes","Female",63,68,1,"High","Public","Moderate",69,"Medium","Low","High School",18,"High","No","Yes","Neutral"
2253,8,"Low",2,"No","Female",63,79,1,"Medium","Private","Moderate",71,"Medium","Medium","College",11,"Medium","No","Yes","Positive"
2269,9,"High",3,"No","Male",63,78,1,"Medium","Private","Moderate",51,"Medium","Low","High School",17,"Low","Yes","Yes","Neutral"
2276,6,"Medium",3,"Yes","Male",63,66,2,"Medium","Public","Moderate",90,"High","Low","High School",13,"Medium","Yes","Yes","Positive"
402,7,"Low",3,"No","Male",63,62,2,"Medium","Public","Near",79,"Medium","Medium","High School",16,"Medium","Yes","Yes","Neutral"
2284,9,"Medium",3,"No","Male",63,67,1,"Medium","Private","Near",87,"High","Medium","High School",14,"Low","No","Yes","Positive"
407,5,"Low",4,"No","Male",63,65,1,"Medium","Public","Far",59,"High","High","Postgraduate",14,"Medium","No","Yes","Positive"
2311,7,"Low",3,"Yes","Female",63,67,2,"Medium","Public","Near",78,"Medium","Medium","High School",18,"High","Yes","Yes","Negative"
5964,8,"Medium",5,"No","Female",63,74,2,"Medium","Private","Moderate",54,"Low","Medium","Postgraduate",12,"Medium","No","Yes","Positive"
2326,9,"Low",2,"No","Female",63,62,2,"Medium","Public","Moderate",70,"Low","Low","College",24,"High","No","Yes","Positive"
2345,7,"Medium",4,"No","Female",63,75,0,"Low","Private","Moderate",76,"Medium","Medium","College",7,"High","Yes","Yes","Positive"
5961,6,"Low",3,"No","Female",63,65,2,"Medium","Private","Near",55,"Medium","Medium","High School",15,"High","Yes","Yes","Positive"
2386,7,"Low",2,"No","Male",63,60,4,"High","Public","Near",81,"Medium","Low","High School",15,"Medium","Yes","Yes","Positive"
2398,7,"Medium",3,"No","Male",63,60,1,"High","Private","Near",91,"Medium","Low","Postgraduate",14,"Medium","Yes","Yes","Negative"
2443,8,"High",2,"No","Female",63,75,1,"Medium","Private","Near",75,"Medium","Low","College",12,"Medium","Yes","Yes","Negative"
2454,6,"Medium",4,"No","Female",63,72,2,"Low","Private","Near",87,"Medium","Medium","High School",16,"Low","No","No","Positive"
2481,6,"High",4,"No","Female",63,63,1,NULL,"Public","Far",95,"Medium","Medium","College",16,"Medium","No","Yes","Negative"
2506,7,"High",3,"No","Female",63,66,2,"Medium","Private","Moderate",60,"Medium","High","High School",15,"High","Yes","Yes","Negative"
2509,4,"Medium",2,"No","Female",63,65,0,"High","Public","Near",66,"High","Medium","High School",12,"High","Yes","Yes","Neutral"
2536,4,"High",3,"No","Male",63,69,1,"Low","Public","Moderate",62,"Low","Medium","High School",18,"High","Yes","Yes","Neutral"
5932,10,"High",4,"No","Male",63,61,0,"High","Public","Near",93,"Medium","Medium","High School",15,"Medium","No","Yes","Neutral"
5918,8,"Medium",5,"No","Male",63,67,3,"High","Private","Moderate",54,"Medium","Medium","College",9,"High","Yes","Yes","Positive"
460,7,"Medium",1,"No","Female",63,62,4,"Low","Public","Moderate",99,"Low","Medium","Postgraduate",13,"High","No","Yes","Positive"
5917,8,"Medium",3,"Yes","Male",63,66,0,"Medium","Public","Near",65,"Low","Medium","High School",25,"Medium","Yes","Yes","Positive"
2586,5,"Medium",2,"No","Male",63,78,2,"Medium","Private","Moderate",50,"Low","Low","College",16,"Medium","Yes","Yes","Positive"
463,8,"High",3,"No","Male",63,61,2,"High","Public","Moderate",91,"Medium","Medium","College",16,"Low","No","Yes","Neutral"
5915,9,"Low",3,"Yes","Female",63,79,1,"Medium","Public","Near",60,"Medium","Low","High School",19,"Medium","Yes","Yes","Neutral"
2615,8,"Medium",2,"No","Male",63,62,0,"Medium","Private","Moderate",56,"Medium","Medium","College",24,"Medium","Yes","Yes","Positive"
6421,7,"High",4,"No","Female",63,70,1,"Medium","Public","Far",80,"Medium","High","College",13,"Low","Yes","Yes","Positive"
483,6,"Medium",4,"No","Male",63,87,0,"Medium","Public","Near",83,"Medium","Low","High School",10,"Low","Yes","No","Positive"
5230,7,"Low",3,"No","Male",63,61,0,"Medium","Private",NULL,64,"Medium","Medium","Postgraduate",26,"Medium","No","Yes","Negative"
5876,5,"High",5,"Yes","Male",63,68,1,"Medium","Public","Moderate",51,"High","High","High School",14,"High","No","Yes","Neutral"
2677,8,"Medium",3,"No","Male",63,62,1,"Low","Public","Near",76,"High","Medium","High School",22,"Low","No","Yes","Neutral"
2678,7,"Medium",5,"Yes","Male",63,73,3,"High","Private","Near",67,"Medium","Medium","Postgraduate",11,"Medium","No","No","Positive"
2698,5,"Medium",1,"No","Male",63,82,0,"High","Public","Moderate",98,"Low","Low","High School",12,"Medium","No","Yes","Neutral"
2711,7,"Medium",3,"No","Male",63,71,0,"Medium","Private","Near",78,"High","Medium","High School",15,"Low","No","Yes","Positive"
484,8,"Low",2,"No","Female",63,60,0,"Medium","Public","Far",93,"Medium","Low","High School",21,"High","Yes","Yes","Positive"
2722,9,"Medium",3,"No","Male",63,68,2,"Low","Public","Moderate",57,"High","Medium","High School",17,"Medium","No","Yes","Neutral"
2746,6,"Medium",3,"Yes","Female",63,66,1,"Medium","Public","Near",93,"Low","Low","College",18,"Medium","Yes","Yes","Neutral"
2758,10,"Low",3,"No","Male",63,74,0,"Medium","Private","Moderate",99,"Low","Low","College",15,"High","No","No","Neutral"
2775,9,"Low",3,"Yes","Female",63,73,2,"Medium","Public","Near",68,"Low","Medium","College",17,"Medium","Yes","Yes","Positive"
2790,7,"Low",5,"No","Male",63,61,1,"High","Private","Near",93,"Medium","Low","High School",21,"Low","Yes","Yes","Negative"
5829,8,"Low",4,"No","Male",63,70,0,"Medium","Public","Near",73,"Low","High","College",21,"Low","No","Yes","Neutral"
2811,9,"Medium",5,"No","Female",63,69,2,"Low","Public","Moderate",75,"Medium","Medium","High School",19,"Low","Yes","Yes","Negative"
5827,6,"Low",2,"Yes","Male",63,63,3,"Medium","Public","Near",78,"Medium","Medium","College",19,"Medium","Yes","Yes","Neutral"
2853,6,"Medium",3,"No","Female",63,67,0,"Medium","Public","Moderate",88,"Medium","Low","College",13,"High","Yes","Yes","Neutral"
2858,6,"Medium",2,"No","Male",63,74,0,"Medium","Public","Moderate",89,"Medium","High","High School",19,"Low","Yes","No","Neutral"
486,7,"Medium",3,"No","Female",63,65,2,"Medium","Public","Near",78,"Medium","Low","Postgraduate",11,"High","No","Yes","Neutral"
2908,7,"Low",4,"No","Male",63,65,2,"High","Private","Moderate",75,"Medium","Medium","High School",13,"High","No","Yes","Neutral"
5782,7,"Low",1,"No","Female",63,61,2,"Medium","Public","Near",81,"High","Medium","High School",16,"Medium","Yes","Yes","Neutral"
2921,8,"Low",3,"No","Female",63,64,3,"High","Private","Far",70,"High","High","High School",16,"Medium","Yes","Yes","Negative"
2946,5,"High",2,"No","Female",63,83,4,"Medium","Private","Near",59,"Low","Low","High School",13,"Low","No","Yes","Neutral"
2950,4,"Medium",6,"No","Male",63,76,1,"Low","Private","Near",68,"Medium","High","College",10,"Low","No","Yes","Neutral"
5759,7,"Medium",3,"No","Male",63,66,0,"Medium","Private","Near",89,"Medium","Medium","College",17,"Medium","Yes","Yes","Negative"
5741,5,"High",2,"No","Male",63,61,0,"Low","Private","Moderate",60,"Medium","High","High School",22,"High","No","Yes","Neutral"
3002,8,"Medium",4,"No","Female",63,67,0,"High","Public","Near",75,"Medium","High","Postgraduate",15,"Medium","No","Yes","Negative"
3008,7,"Low",3,"Yes","Female",63,88,1,"Low","Private","Near",73,"Medium","Medium","College",11,"Low","Yes","Yes","Neutral"
3014,6,"Medium",2,"No","Female",63,77,2,"Low","Public","Near",90,"Medium","Medium","High School",12,"Low","Yes","Yes","Neutral"
3018,7,"Low",5,"No","Male",63,83,2,"High","Public","Moderate",59,"High","Medium","High School",3,"Low","Yes","Yes","Positive"
3023,6,"Medium",2,"Yes","Male",63,63,2,"High","Public","Near",94,"High","Medium","High School",18,"Low","No","Yes","Neutral"
508,5,"Medium",3,"No","Female",63,83,1,"Medium","Public","Far",75,"Low","Medium","High School",15,"Low","Yes","Yes","Neutral"
3031,7,"Medium",3,"No","Female",63,88,3,"Medium","Public","Near",59,"Medium","Low","College",5,"Medium","No","Yes","Negative"
5723,5,"Medium",2,"No","Male",63,67,4,"Medium","Private","Near",65,"Low","Medium","College",15,"Medium","Yes","Yes","Negative"
3041,7,"Medium",4,"No","Female",63,68,0,"Low","Private","Near",51,"Low","Low","High School",24,"High","No","Yes","Neutral"
521,8,"Low",4,"No","Male",63,89,3,"Medium","Public","Moderate",69,"Low","Low","College",10,"Low","Yes","Yes","Negative"
5702,10,"Low",3,"No","Female",63,76,1,"Medium","Public","Far",70,"Low","Low","College",19,"High","Yes","Yes","Negative"
3089,10,"Medium",3,"No","Male",63,73,2,"Medium","Public","Near",54,"Medium","Medium","High School",8,"High","Yes","Yes","Positive"
3095,7,"Low",2,"No","Male",63,67,0,"Low","Private","Moderate",94,"Medium","High","Postgraduate",15,"Medium","Yes","Yes","Positive"
3118,9,"Medium",3,"No","Male",63,66,3,"Medium","Private","Near",63,"Medium","Medium","High School",15,"Medium","No","Yes","Neutral"
5682,7,"High",2,"No","Male",63,67,1,"Low","Private","Far",62,"High","Low","High School",18,"Medium","Yes","Yes","Positive"
526,7,"High",3,"No","Male",63,79,1,"Low","Public","Near",90,"Medium","High","High School",9,"Low","No","Yes","Neutral"
3187,7,"Medium",3,"No","Male",63,86,0,"Medium","Private","Near",58,"Low","Medium","High School",13,"Medium","No","No","Positive"
3225,5,"Low",2,"No","Female",63,61,2,"High","Public","Far",69,"Medium","Low",NULL,22,"Medium","Yes","Yes","Neutral"
3232,8,"Medium",1,"Yes","Female",63,71,3,"Medium","Private","Near",97,"High","Medium","High School",8,"Medium","Yes","Yes","Neutral"
5665,7,"High",2,"No","Male",63,69,1,"Low","Public","Near",54,"Medium","High","High School",17,"Medium","Yes","Yes","Neutral"
5636,9,"Medium",3,"No","Female",63,74,1,NULL,"Public","Near",54,"Low","Low",NULL,24,"Low","Yes","Yes","Neutral"
5617,6,"Medium",4,"Yes","Female",63,76,0,"Medium","Public","Near",65,"Medium","Low","High School",19,"Medium","Yes","Yes","Neutral"
5593,6,"Low",4,"No","Male",63,70,2,"Low","Public","Moderate",73,"Medium","Medium",NULL,15,"Medium","No","Yes","Positive"
5589,8,"High",4,"Yes","Female",63,60,1,"Medium","Private","Far",68,"Medium","Medium","High School",27,"High","No","Yes","Negative"
3322,5,"Medium",4,"No","Female",63,65,0,"High","Private","Near",87,"Low","Low","High School",15,"High","Yes","Yes","Neutral"
3329,6,"Medium",4,"No","Male",63,70,1,"Medium","Public","Near",66,"Medium","Medium","High School",13,"High","Yes","Yes","Negative"
3337,6,"Low",3,"No","Male",63,68,5,"High","Public","Near",52,"High","High","College",12,"Low","No","Yes","Neutral"
3339,6,"Low",2,"No","Female",63,65,2,"Medium","Public","Near",81,"Low","Low","High School",23,"Medium","Yes","Yes","Neutral"
3356,7,"High",4,"No","Female",63,67,1,NULL,"Private","Moderate",61,"Medium","Medium","College",19,"Low","No","Yes","Neutral"
3357,6,"Medium",3,"Yes","Female",63,60,2,"Medium","Public","Near",70,"Medium","Low","Postgraduate",20,"Medium","Yes","Yes","Neutral"
5580,6,"Low",2,"No","Female",63,81,0,"Low","Public","Moderate",54,"Low","Low","College",20,"Medium","No","Yes","Positive"
5570,5,"Low",3,"No","Female",63,74,2,"High","Private","Far",63,"High","Low","College",14,"Medium","No","No","Positive"
5557,7,"Low",5,"Yes","Male",63,63,3,"High","Public","Near",72,"Medium","Low","Postgraduate",20,"Medium","No","Yes","Negative"
3409,9,"Low",3,"No","Male",63,65,1,"Medium","Public","Moderate",60,"Medium","Low","Postgraduate",19,"High","Yes","Yes","Neutral"
5555,7,"Medium",2,"No","Male",63,70,1,"Medium","Public","Far",91,"Medium","Low","High School",20,"Medium","Yes","Yes","Negative"
3420,7,"Medium",3,"No","Male",63,64,5,"Medium","Private","Near",68,"Low","Medium","High School",17,"Medium","No","Yes","Neutral"
3424,6,"Low",1,"No","Male",63,66,2,"Medium","Public","Far",53,"High","Medium","College",23,"Low","No","Yes","Positive"
3425,8,"Low",3,"No","Male",63,70,1,"Medium","Public","Near",70,"High","Medium","College",9,"Medium","Yes","Yes","Positive"
3440,9,"Medium",2,"No","Male",63,62,2,"Medium","Public","Near",51,"High","Low","High School",22,"Medium","No","Yes","Neutral"
3449,8,"Medium",3,"No","Male",63,64,1,"Medium","Public","Near",90,"Medium","Low","High School",18,"Medium","Yes","Yes","Neutral"
92,8,"Medium",4,"Yes","Female",63,70,1,"Low","Private","Far",75,"Medium","Medium","High School",26,"Low","Yes","Yes","Neutral"
576,9,"Medium",2,"No","Female",63,86,2,"Medium","Public","Near",88,"Medium","Low","College",7,"Low","No","Yes","Negative"
5538,6,"Medium",3,"No","Male",63,61,0,"Medium","Public","Near",96,"Medium","Medium","High School",18,"Medium","Yes","Yes","Negative"
3482,8,"Medium",2,"No","Female",63,76,2,"Medium","Public","Moderate",90,"Medium","High","High School",4,"Medium","Yes","Yes","Positive"
3483,7,"Low",1,"Yes","Male",63,73,1,"Medium","Private","Moderate",72,"Medium","Medium","High School",18,"High","Yes","Yes","Neutral"
3492,7,"Low",4,"No","Female",63,69,1,"Medium","Public","Near",55,"Medium","Low","College",19,"Medium","Yes","Yes","Positive"
3497,9,"Medium",2,"No","Female",63,70,2,"Medium","Public","Near",71,"Medium","Low","College",25,"Low","No","No","Negative"
602,6,"Medium",3,"No","Female",63,68,2,"Medium","Public","Near",85,"Low","Medium","High School",14,"Medium","Yes","Yes","Neutral"
6379,6,"Low",4,"No","Female",63,68,1,"High","Private","Moderate",62,"Low","Low","College",25,"Medium","No","Yes","Negative"
612,6,"Low",4,"No","Female",63,81,0,"Low","Public","Far",53,"Medium","Medium",NULL,20,"Low","Yes","Yes","Neutral"
5498,7,"Medium",3,"No","Female",63,61,2,"Medium","Public","Near",82,"High","Low","High School",16,"Medium","Yes","Yes","Negative"
3557,6,"Medium",2,"Yes","Male",63,73,0,"Medium","Public","Near",82,"Low","Medium","High School",24,"Low","Yes","Yes","Negative"
5464,7,"Medium",4,"No","Male",63,64,2,"High","Public","Near",65,"Medium","Medium","High School",16,"Medium","No","Yes","Neutral"
3590,7,"Low",4,"No","Female",63,71,0,"Medium","Public",NULL,72,"Medium","Low","High School",18,"Medium","Yes","Yes","Neutral"
3597,6,"Low",3,"No","Female",63,71,0,"Medium","Public","Near",61,"High","Low","Postgraduate",14,"Low","Yes","Yes","Positive"
3601,9,"Medium",2,"No","Male",63,64,2,"Medium","Public","Near",65,"High","Medium","High School",15,"Medium","No","Yes","Neutral"
